feature	X2093857	X525919	X2093742	X360107	X2725666	X853	X334413	X2081703	X54005	X39488	X54006	X2479767	X649756	X39950	X2582419	X2161821	X411470	X2564099	X562	X1898203	X515620	X2507162	X2109690	X623	X114527	X347253	X2086584	X200	X2724150	X697329	X185007	X2107999	X28037	X301301	X553973	X33035	X1550024	X1308	X1871021	X1870984	X283734	X536231	X2109687	X1343	X610130	X33040	X470	X435590	X1458465	X2664291	X299767	X1282	X565651	X29388	X2144175	X1834196	X158836	X742737	X29380	X208479	X2109688	X1328	X39778	X29466	X1596	X1352	X1303	X712633	X1194971	X1283	X29347	X428406	X1433513	X1280	X89152	X1379	X2610895	X98228	X2109691	X621	X1297617	X1912856	X1825069	X76857	X1296	X1852373	X292800	X1812935	X1398	X102684	X617123	X1679721	X28035	X28132	X368607	X729	X511691	X1042156	X1505	X946333	X287	X545	X13689	X1032069	X1335	X693746	X78535	X1496	X2599308	X147802	X1338	X837	X1160721	X1177574	X622	X248315	X360104	X381	X113107	X55508	X1313	X39777	X573	X2044467	X2021971	X1888195	X997877	X28135	X33033	X46125	X29581	X350688	X1134687	X87541	X29385	X1408186	X2382163	X1305	X119206	X760570	X321846	X1404	X28901	X29382	X203275	X28116	X889201	X2696060	X67780	X584	X34062	X1440052	X1613	X267747	X1587	X1938606	X747	X208596	X614	X294	X430522	X358220	X305	X150055	X537973	X1307	X28131	X47917	X51665	X190721	X278148	X408	X40214	X1292	X546	X1290	X28151	X2748	X1314884	X29430	X47770	X33011	X316	X303	X158627	X1310	X2714946	X1054460	X546269	X981540	X33945	X315405	X521095	X29391	X726	X33025	X490	X1765049	X908937	X28141	X488	X1276282	X84135	X862968	X550	X1302	X1266845	X44008	X417368	X1296669	X624	X2025492	X526944	X223967	X104955	X712310	X945021	X2751	X1484158	X395495	X639200	X2728020	X983917	X866775	X1660	X28449	X52773	X535289	X1016987	X128944	X824	X546271	X1326	X727	X671223	X1768242	X137591	X693986	X76731	X76947	X237258	X487	X492670	X1549858	X732	X1884263	X1523415	X1560345	X1423	X2663009	X539	X1639	X653931	X152682	X483	X363952	X1019	X279238	X1274	X13690	X738	X335406	X1029756	X1583098	X2040624	X93064	X1969806	X41276	X180282	X378753	X2711215	X1609977	X728	X424800	X1850238	X1123269	X190148	X1355477	X375	X1926868	X553814	X1404367	X2126319	X420662	X1245469	X1325090	X1736	X108980	X436515	X29429	X1219035	X945844	X929102	X871742	X568703	X1707785	X2045208	X1141883	X296591	X2509614	X2072590	X1855823	X2082386	X1882682	X225992	X1852377	X1247726	X1367847	X28090	X1077935	X713059	X888057	X2500532	X29379	X43675	X1017	X386	X1905288	X234267	X488447	X28450	X95486	X2082188	X482957	X2202827	X57975	X1673076	X80869	X337	X588932	X795665	X1491	X28104	X82367	X87883	X2018065	X34004	X398578	X402881	X28038	X204	X1397	X1270	X1867715	X279058	X40324	X1310165	X596154	X2490939	X2065379	X1545044	X2725684	X147645	X864828	X643561	X1423723	X13373	X735	X59814	X861299	X155892	X407035	X69665	X128785	X1842727	X712357	X365046	X2499144	X63	X363835	X1176536	X47671	X321327	X549	X272123	X321984	X2182384	X417367	X195105	X2231055	X1813821	X292	X2217913	X95485	X339670	X1503055	X1503054	X488729	X2303750	X2571748	X151783	X60552	X1825976	X496014	X418223	X661478	X257708	X595537	X908290	X2057741	X39960	X363852	X2488560	X188932	X1892855	X203	X157687	X342113	X505	X1827469	X1633	X1469502	X2479393	X1329	X270351	X2202825	X1170318	X1252	X2498451	X2724619	X42858	X698761	X2048897	X2080419	X1658665	X1945662	X674703	X135740	X316056	X1416914	X266	X93219	X1532023	X2703789	X33050	X1515612	X450851	X2201350	X1679497	X1727164	X2294119	X314722	X649638	X2587858	X1520	X2175091	X74329	X1061	X1499308	X169480	X2528642	X643214	X1874061	X2547962	X233795	X286134	X218034	X83427	X189668	X237777	X42895	X71237	X167973	X83428	X35783	X167972	X153152	X208549	X257462	X267632	X158754	X293405	X169976	X199684	X316087	X640081	X670307	X717785	X267629	X269069	X157278	X292277	X658225	X74696	X328225	X663950	X327691	X1416806	X1176533	X41431
buffer_ctrl_1	1	4.08746284125034	0	3.90689059560852	0	5.32192809488736	7.21916852046216	3.70043971814109	5.55458885167764	3.70043971814109	2	4.90689059560852	3	2.32192809488736	0	2.32192809488736	2.32192809488736	4.4594316186373	2	3.4594316186373	1	2	1	-1	0	1	1	1	1.58496250072116	-1	-1	0	1.58496250072116	1.58496250072116	0	3.32192809488736	-1	0	-1	1	-1	2.8073549220576	-1	-1	-1	0	-1	0	2	-1	-1	1.58496250072116	-1	0	1	-1	-1	1	-1	1	-1	1.58496250072116	-1	1	-1	0	0	2	-1	0	0	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	0	-1	1.58496250072116	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	0	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_2	1.58496250072116	3.8073549220576	0	2.8073549220576	2.58496250072116	4.4594316186373	7.4178525148859	1.58496250072116	5.85798099512757	1.58496250072116	1	4.52356195605701	1.58496250072116	2.58496250072116	2	2	2.32192809488736	2.8073549220576	5.35755200461808	1.58496250072116	1.58496250072116	0	2	-1	0	0	0	0	-1	-1	1	-1	-1	2	0	1.58496250072116	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	1	1.58496250072116	-1	-1	0	0	-1	1	-1	0	-1	0	0	1.58496250072116	3.58496250072116	0	3.70043971814109	-1	2	-1	-1	-1	1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3.16992500144231	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_3	0	4.58496250072116	0	2.32192809488736	0	0	6.20945336562895	5.04439411935845	6.22881869049588	1	4.58496250072116	3	0	1.58496250072116	1	2.8073549220576	2	2.58496250072116	5.24792751344359	1	0	-1	2	-1	4.32192809488736	0	2	-1	1	0	-1	-1	1.58496250072116	0	1	-1	-1	0	0	4	-1	1	-1	-1	1	1.58496250072116	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	1	2.8073549220576	-1	0	0	-1	0	0	-1	-1	1	-1	-1	-1	2.32192809488736	-1	0	-1	0	0	-1	3.16992500144231	0	0	-1	1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	-1	0	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	0	-1	-1	-1	2	-1	-1	0	-1	1	3	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	0	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.90689059560852	2.32192809488736	3.58496250072116	-1	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	0	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_4	2	4.24792751344359	1.58496250072116	4	1.58496250072116	4.32192809488736	4.75488750216347	4.08746284125034	3.16992500144231	4	1.58496250072116	5.52356195605701	3.16992500144231	0	-1	0	2	3.32192809488736	2	3	2	-1	3.32192809488736	-1	3.90689059560852	1.58496250072116	-1	-1	-1	1.58496250072116	0	-1	4.90689059560852	3.16992500144231	1	2.8073549220576	4	0	2	2	-1	2.32192809488736	-1	-1	0	-1	-1	-1	4.8073549220576	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	2.8073549220576	3.32192809488736	-1	-1	1	-1	2	0	-1	3.4594316186373	0	-1	1	-1	0	2.32192809488736	-1	-1	-1	4	2.32192809488736	-1	-1	-1	-1	-1	-1	0	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	2.8073549220576	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1	2	2	-1	-1	-1	0	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	-1	-1	0	-1	0	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_5	2	2.8073549220576	0	4.24792751344359	4.16992500144231	5.04439411935845	4.39231742277876	3.32192809488736	4.58496250072116	0	3.58496250072116	4.70043971814109	2	-1	0	2.8073549220576	2.58496250072116	2	5.35755200461808	4.70043971814109	2.8073549220576	1	0	0	1.58496250072116	0	1	-1	-1	0	0	-1	2.8073549220576	2	-1	2.58496250072116	1	1	-1	3.16992500144231	-1	2.32192809488736	-1	2	2.32192809488736	-1	-1	1.58496250072116	-1	0	-1	0	2.58496250072116	-1	-1	0	0	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	1	1.58496250072116	-1	-1	0	-1	1	-1	-1	2.58496250072116	1	-1	2	0	-1	2.32192809488736	-1	2.8073549220576	-1	1	0	-1	-1	1	-1	0	-1	1	-1	3	-1	0	0	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	3	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	1.58496250072116	2	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	0	-1	2.8073549220576	-1	-1	0	0	3	-1	-1	2	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	3	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	1	1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	-1	1.58496250072116	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_6	3.4594316186373	4.16992500144231	1.58496250072116	4.16992500144231	0	4.24792751344359	5.39231742277876	4.39231742277876	3.70043971814109	2.58496250072116	2	5.8073549220576	3.58496250072116	0	-1	0	2	3.32192809488736	3.58496250072116	3.32192809488736	2	0	3.58496250072116	0	2.32192809488736	-1	1	-1	0	1	1.58496250072116	-1	2.58496250072116	2.32192809488736	1.58496250072116	2	3.90689059560852	0	2	2	-1	3.16992500144231	-1	-1	0	1	-1	1.58496250072116	4.52356195605701	-1	-1	-1	-1	-1	1	1	0	1	-1	1.58496250072116	0	3.16992500144231	-1	-1	-1	-1	2.32192809488736	3	-1	-1	2.58496250072116	-1	0	-1	2.32192809488736	-1	1	-1	1.58496250072116	-1	0	-1	-1	-1	-1	4.32192809488736	0	-1	-1	-1	-1	0	-1	0	-1	2	-1	1	0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.32192809488736	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	0	-1	-1	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
buffer_ctrl_7	-1	2.8073549220576	-1	-1	2.32192809488736	-1	-1	-1	1	-1	-1	1	-1	1	-1	-1	-1	-1	5.55458885167764	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	5.24792751344359	-1	-1	-1	-1	4.52356195605701	-1	2.32192809488736	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	3.32192809488736	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	5.49185309632967	-1	-1	3	5.08746284125034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5.78135971352466	-1	0	-1	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	2.8073549220576	1	4.08746284125034	-1	-1	-1	1	1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	0	-1	1.58496250072116	-1	-1	-1	-1	3.58496250072116	-1	-1	-1	-1	-1	2.8073549220576	-1	1.58496250072116	-1	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	-1	-1	1.58496250072116	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	-1	4.70043971814109	-1	-1	1.58496250072116	-1	-1	-1	-1	-1	-1	-1	-1	2.8073549220576	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.58496250072116	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5.35755200461808	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.24792751344359	0	-1	-1	-1	-1	-1	-1	3.4594316186373	0	2	-1	2.8073549220576	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	2.32192809488736	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0.584962500721156	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1.58496250072116	0	-1	1.58496250072116	3.95419631038688	-1	-1	-1	-1	-1	0.584962500721156	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1.58496250072116	2.4594316186373	-1	0	-1	-1	0.584962500721156	-1	-1	-1	0.584962500721156	0	-1	-1	-1	-1	0.584962500721156	1	-1	-1	1.58496250072116	-1	2.70043971814109	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2.16992500144231	0.584962500721156	1	-1	-1	-1	-1	-1	-1	1.32192809488736	-1	-1
