feature	Bifidobacterium.adolescentis	Bifidobacterium.bifidum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Collinsella.aerofaciens	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.intestinalis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.salyersiae	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Bacteroides.xylanisolvens	Bacteroidales.bacterium.ph8	Barnesiella.intestinihominis	Coprobacter.fastidiosus	Odoribacter.splanchnicus	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.merdae	Parabacteroides.unclassified	Paraprevotella.clara	Paraprevotella.unclassified	Prevotella.copri	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.shahii	Alistipes.unclassified	Streptococcus.salivarius	Clostridium.bolteae	Clostridium.citroniae	Clostridium.clostridioforme	Clostridium.hathewayi	Clostridium.leptum	Clostridium.nexile	Clostridium.symbiosum	Flavonifractor.plautii	Eubacterium.eligens	Eubacterium.hallii	Eubacterium.rectale	Eubacterium.siraeum	Eubacterium.sp.3.1.31	Eubacterium.ventriosum	Ruminococcus.gnavus	Ruminococcus.obeum	Ruminococcus.torques	Coprococcus.comes	Dorea.longicatena	Lachnospiraceae.bacterium.1.1.57FAA	Lachnospiraceae.bacterium.3.1.46FAA	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Roseburia.unclassified	Oscillibacter.unclassified	Peptostreptococcaceae.noname.unclassified	Faecalibacterium.prausnitzii	Ruminococcus.bromii	Ruminococcus.callidus	Ruminococcus.lactaris	Subdoligranulum.unclassified	Coprobacillus.unclassified	Acidaminococcus.unclassified	Dialister.invisus	Veillonella.atypica	Veillonella.dispar	Veillonella.parvula	Veillonella.unclassified	Burkholderiales.bacterium.1.1.47	Parasutterella.excrementihominis	Sutterella.wadsworthensis	Bilophila.unclassified	Escherichia.coli	Escherichia.unclassified	Klebsiella.pneumoniae	Haemophilus.parainfluenzae	Akkermansia.muciniphila	C2likevirus.unclassified
MSM6J2JT	-8.02919345483815	-7.27691016666696	-10.9747568376614	-18.2993003538247	-8.94565549526597	-5.37323156923758	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-12.1152248640393	-4.90194918108072	-20.1660338229612	-4.97383621209622	-5.67294365112408	-20.9315685693242	-6.92903480823422	-1.60880419325172	-5.04520514189012	-7.34465843058866	-18.4721369506869	-18.1449722074334	-18.9315685693242	-7.64987031922534	-18.9315685693242	-18.4461417421539	-4.12689048880136	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-4.59987482767364	-4.00094440867899	-18.58107132224	-18.9315685693242	-18.8959446595935	-19.2534966642115	-9.21620711220209	-15.5255762096483	-14.2063727520975	-11.5652463550784	-11.7304248372711	-18.8272319095094	-11.8953949567707	-9.29150443328264	-19.395515669084	-7.73226430588817	-5.71887460984316	-19.5530569460704	-19.0440432985826	-19.4986091620481	-19.005569150768	-10.3583000916482	-7.51757049477829	-18.5530569460704	-18.8272319095094	-18.4721369506869	-18.6685341634904	-8.14093498314521	-8.50824252225428	-9.57908368237447	-21.9315685693242	-6.93997586570366	-19.0835716627692	-9.12784104277106	-5.1445792033425	-19.2091025448531	-19.7940650455742	-4.84765300904816	-17.2091025448531	-19.2091025448531	-6.16700793775318	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-9.57280749485133	-11.8121086348648	-19.7299347081545	-18.0440432985826	-16.3647534153133	-20.6685341634904	-17.7777632332451	-18.5530569460704	-2.55468858141929	-17.6989078125339
MSM6J2JZ	-19.395515669084	-18.6387868200963	-19.1242136472666	-18.2993003538247	-13.2920469698133	-6.15450850385227	-8.66530908330697	-6.81507839640397	-8.6643722302908	-6.47547088435997	-19.9315685693242	-5.6480894910639	-12.0923647812272	-4.33435691670509	-9.1570285676979	-17.8441057280738	-16.346606068603	-6.4345899967247	-6.74464961710505	-4.84523327407956	-13.7818214498195	-11.1508647753566	-4.56224045855042	-12.796115785139	-7.25041802228289	-18.9315685693242	-6.40011400111425	-18.346606068603	-6.45079098807922	-17.9497159160344	-19.7299347081545	-0.946010103859319	-9.55957417613052	-10.6017722311035	-6.08061994601912	-7.026595326591	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-12.8752018082996	-8.51166104554081	-12.7767504602721	-6.29226178023309	-6.76620615972132	-19.0440432985826	-14.3586789009036	-19.005569150768	-11.1193912638097	-10.3363110878751	-13.8483552010752	-12.2733570865724	-18.4721369506869	-11.7422381687093	-11.9321322321721	-7.90829935355419	-7.54519409205086	-21.9315685693242	-9.34098151940914	-12.0234762285059	-5.27737450096428	-9.76314715847225	-19.2091025448531	-10.18791223615	-3.97305889977054	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-13.4886250734754	-12.4087908997996	-13.0198769874518	-13.4269481769206	-5.88945608025602	-11.179689817033	-12.0999446325034	-20.6685341634904	-17.7777632332451	-15.6535838220244	-15.4461417421539	-17.6989078125339
MSM6J2K2	-13.5053038146221	-18.6387868200963	-19.1242136472666	-18.2993003538247	-12.8752018082996	-6.55148635612289	-9.22033180153039	-7.33316707225544	-9.33128394642609	-7.33184165342648	-19.9315685693242	-6.40601105712473	-11.7279758551165	-4.9666095618888	-9.59428117945765	-17.8441057280738	-20.9315685693242	-8.34914428749017	-7.11800780668822	-5.80480764149611	-18.1449722074334	-11.7075668951261	-4.74877464349016	-13.5272785048793	-8.28983289552616	-18.9315685693242	-7.40582755560779	-18.346606068603	-6.44668275358696	-17.9497159160344	-19.7299347081545	-0.84936754064589	-10.5921639114163	-10.2420946743315	-6.32170882190547	-6.97216426273112	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-15.1820343016549	-18.8272319095094	-19.6685341634904	-14.4080066132672	-8.00408687894241	-19.005569150768	-5.90881932486136	-7.14640221637024	-19.0440432985826	-12.1462795886202	-19.005569150768	-12.1024801253193	-10.2781860461548	-17.0246779737157	-12.3823614799685	-13.1436660099327	-11.2920469698133	-9.55338210929805	-7.34945011517363	-7.66771254972809	-21.9315685693242	-10.1110704618926	-19.0835716627692	-5.08476089686865	-9.13107306885736	-19.2091025448531	-8.9845161325617	-4.23594061182097	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-14.0760771262223	-12.8335364863636	-19.346606068603	-17.6096404744368	-6.5806984311144	-13.1050200820333	-16.3647534153133	-13.5722582524337	-17.7777632332451	-18.5530569460704	-13.9565804573322	-17.6989078125339
MSM6J2K4	-13.2563171832739	-18.6387868200963	-19.1242136472666	-18.2993003538247	-11.4944407250514	-5.22662205706273	-6.60166013794147	-5.61593781150743	-8.21170919507405	-6.12461624111344	-19.9315685693242	-5.59972090438032	-9.81003505198414	-3.63420803951548	-7.03072062515714	-17.8441057280738	-20.9315685693242	-6.14745520013807	-5.87633698158373	-4.2562179308221	-9.82004162438448	-9.03153200256803	-4.37927772456897	-12.0446526734769	-5.97634550405543	-18.9315685693242	-6.55685508481922	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-1.60171530770624	-8.76484057312615	-9.02535439556483	-4.22093161490264	-5.64041945877678	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-12.9147602816376	-9.06629926214932	-11.7966289258312	-4.98218410726679	-9.33435400635292	-19.0440432985826	-12.3488620425434	-19.005569150768	-10.7196802747782	-8.94387820792847	-12.6517258758038	-11.0467875148529	-18.4721369506869	-12.375445751483	-10.4303284852268	-6.56509608217151	-6.85405183258611	-21.9315685693242	-10.2900586658653	-19.0835716627692	-4.86024448284196	-12.4607063699105	-19.2091025448531	-10.0224255219843	-5.45264098996071	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-14.3286841606058	-19.346606068603	-17.4721369506869	-5.37482304331949	-11.6855405887961	-16.3647534153133	-14.4853123394346	-17.7777632332451	-18.5530569460704	-14.823044112546	-17.6989078125339
MSM6J2K6	-11.8372269196883	-18.6387868200963	-19.1242136472666	-18.2993003538247	-11.2207621356248	-5.14105715742998	-8.03281604315933	-7.05085626312185	-8.3710446623294	-6.8063811430768	-19.9315685693242	-7.06448292270734	-11.4643706177863	-4.11990789408385	-7.21126017367862	-17.8441057280738	-20.9315685693242	-7.16018227106407	-6.24487108569247	-4.33792359655993	-10.5879386743651	-9.91017212797539	-4.58060177136823	-13.9136466613269	-7.27398215174393	-18.9315685693242	-6.43932729999228	-18.346606068603	-9.63339141560447	-17.9497159160344	-19.7299347081545	-0.923711820410903	-9.36247247406204	-9.83011808769304	-5.31864249435704	-6.09549848388897	-18.8959446595935	-19.2534966642115	-11.4190256142273	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-12.5819555974997	-11.744711502147	-11.260204422723	-6.08859955556142	-5.7929207829517	-19.0440432985826	-11.9136466613269	-19.005569150768	-10.6046897144858	-8.62300200270596	-12.2394761938966	-10.6957936501738	-18.4721369506869	-10.8201720374956	-11.2826717628489	-6.28215519512087	-7.40055270285659	-21.9315685693242	-9.73508938754017	-19.0835716627692	-5.64822695639592	-8.79836212438017	-19.2091025448531	-9.14040568076916	-5.17917224138867	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-15.1397544981623	-13.2978467566832	-15.7858911141285	-18.005569150768	-6.40458036389217	-12.5935007717816	-16.3647534153133	-20.6685341634904	-17.7777632332451	-15.0150919248865	-13.0686213213033	-17.6989078125339
MSM6J2K8	-15.4017476227955	-18.6387868200963	-19.1242136472666	-18.2993003538247	-12.5952851814597	-4.15087246368197	-7.5127145305932	-6.17509564198731	-8.40928129548089	-6.16839770756712	-19.9315685693242	-6.10159814000781	-11.1361782382015	-4.50717261207749	-7.9335776242237	-17.8441057280738	-20.9315685693242	-6.47172715234841	-6.33403972287033	-4.24880436136381	-12.7646523177542	-7.93044190386989	-3.13438835980708	-11.8981455677867	-7.3185618894708	-18.9315685693242	-5.81778571411951	-18.346606068603	-5.71274049001694	-17.9497159160344	-19.7299347081545	-4.03577557380502	-8.06266886714449	-9.42347670115185	-4.71437193935801	-5.220772895622	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-18.6685341634904	-7.65172587580383	-12.2359922631021	-4.36350854852949	-5.96249688486641	-19.0440432985826	-8.47413638621931	-19.005569150768	-10.7616435678819	-6.31320601087143	-18.5530569460704	-12.1640461830956	-18.4721369506869	-7.8499852711628	-7.92545291378246	-5.84454503459601	-5.42632145373135	-21.9315685693242	-10.7563933071947	-19.0835716627692	-2.96172116075471	-7.80554172867136	-19.2091025448531	-8.89114184672759	-4.41654022334984	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-15.4655941048201	-19.6685341634904	-6.00485561735039	-18.0440432985826	-16.3647534153133	-20.6685341634904	-17.7777632332451	-13.2819531102608	-19.1660338229612	-17.6989078125339
MSM6J2KA	-12.3080528278336	-18.6387868200963	-19.1242136472666	-18.2993003538247	-8.61048605131413	-4.95889386297137	-6.14634090119229	-6.40001652995192	-8.22692999681675	-6.81496468644995	-19.9315685693242	-6.01667895587335	-7.08741205927866	-4.42523929092809	-9.41389918119036	-17.8441057280738	-18.1660338229612	-6.49598945626043	-4.93924977645098	-4.33107776561601	-15.5881607470264	-9.53068913304199	-3.79685147716615	-12.0581244568088	-6.57315087757615	-18.9315685693242	-6.3856508629567	-18.346606068603	-8.13050694135697	-17.9497159160344	-19.7299347081545	-2.24797764796735	-9.37362628253673	-9.39697386978176	-4.74668935320631	-5.58492325994972	-18.8959446595935	-19.2534966642115	-14.9181063095176	-19.6096404744368	-19.2993003538247	-20.005569150768	-13.1660338229612	-18.8272319095094	-19.6685341634904	-12.2242094372433	-9.01591322885222	-10.0963076506967	-4.71469011657513	-5.67421756061482	-19.0440432985826	-9.64362537703271	-19.005569150768	-8.50808493964603	-6.70270479531269	-10.3693261451031	-8.52403523765285	-18.4721369506869	-8.53319895792764	-7.49256885059169	-5.86162377860032	-5.4206746240193	-21.9315685693242	-9.10295602670605	-10.2971205069619	-4.41545305529356	-9.2114953579324	-19.2091025448531	-7.36204519876175	-3.80031044499402	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-16.3708536148497	-17.9680944453493	-5.76522500413653	-11.0458721959848	-11.3391115320561	-20.6685341634904	-17.7777632332451	-18.5530569460704	-14.2311288511831	-17.6989078125339
MSM6J2KC	-19.395515669084	-18.6387868200963	-15.0294949900134	-18.2993003538247	-17.1660338229612	-6.80262372366041	-9.36399270080006	-7.2847623812476	-19.0835716627692	-11.037053925051	-19.9315685693242	-9.24927619789334	-8.93926748159786	-20.1660338229612	-7.14348242071846	-17.8441057280738	-15.2877123795494	-9.77333759092704	-5.04053963097606	-5.9517682791743	-9.41271874061648	-8.53582024114514	-8.14717910093212	-18.9315685693242	-7.70702417717915	-15.0885897375358	-12.8105531683628	-9.59729528401698	-6.64959508835325	-17.9497159160344	-19.7299347081545	-0.516959714483038	-11.2517366358843	-19.4986091620481	-14.0636721053315	-8.10295602670605	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-13.2549062344662	-18.8272319095094	-19.6685341634904	-18.6685341634904	-7.93933830435829	-19.005569150768	-8.38863344768762	-11.6888708014162	-19.0440432985826	-11.7792837270176	-19.005569150768	-11.1216397036027	-9.81938973560158	-11.9042154353941	-11.0310036119651	-18.4721369506869	-12.8441057280738	-10.1240526411796	-19.0440432985826	-9.62391236401769	-21.9315685693242	-8.73435187621412	-11.8288054726986	-3.49897121184404	-9.51952805477252	-16.1982142287103	-19.7940650455742	-4.3752631024834	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-12.1018458342381	-19.346606068603	-19.6685341634904	-6.97472054572907	-11.4337167323731	-11.4107534834799	-11.1329347677686	-17.7777632332451	-11.510345270099	-7.10115239753124	-17.6989078125339
MSM6J2KE	-19.395515669084	-18.6387868200963	-13.4754195346762	-18.2993003538247	-14.7027498788283	-7.31929901612437	-10.3731478560555	-8.06398093441134	-19.0835716627692	-11.1056557705392	-19.9315685693242	-8.91079692674213	-11.4037006419659	-20.1660338229612	-8.086902030433	-17.8441057280738	-15.3526298562308	-10.3253484480425	-5.79898048134665	-5.72286934295934	-9.54129211377288	-9.75153511440757	-9.71191600422037	-18.9315685693242	-8.31226561390849	-13.9069829310459	-18.4461417421539	-10.009281506892	-7.09128237859488	-17.9497159160344	-19.7299347081545	-0.503327001130424	-11.6087390716953	-19.4986091620481	-18.58107132224	-9.02753613697537	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-16.5255762096483	-18.8272319095094	-19.6685341634904	-18.6685341634904	-7.54770230670895	-19.005569150768	-7.67656951484502	-12.245068042141	-19.0440432985826	-8.28181840274506	-19.005569150768	-9.74211461327384	-9.70299034804143	-14.4365130409562	-9.12115759999228	-18.4721369506869	-18.6685341634904	-8.48836599202716	-19.0440432985826	-8.15234168561101	-21.9315685693242	-9.32082053034632	-19.0835716627692	-3.37089540432413	-10.5906058050725	-12.9270671770892	-19.7940650455742	-4.7351816029707	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-12.1548065675379	-19.346606068603	-19.6685341634904	-6.59245624378603	-11.0810691555661	-16.3647534153133	-9.99684567992445	-17.7777632332451	-9.30659038975514	-8.99566688705659	-17.6989078125339
MSM6J2KM	-19.395515669084	-18.6387868200963	-19.1242136472666	-18.2993003538247	-18.4461417421539	-5.5956339567526	-10.5746764846875	-8.03686446819108	-19.0835716627692	-9.2690782054104	-19.9315685693242	-7.16989268543533	-11.0729658568671	-20.1660338229612	-8.72034947065977	-17.8441057280738	-13.4672270365631	-8.88860966152247	-4.4490820034206	-4.99642654555286	-8.71203700015627	-9.54484382852501	-8.2983008484816	-18.9315685693242	-7.47098468942245	-14.5120296778104	-17.0835716627692	-7.35123932940252	-5.54375316774561	-17.9497159160344	-19.7299347081545	-0.794622502127906	-11.6296151741981	-19.4986091620481	-11.7323870205602	-8.72809820554192	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-9.82186848159064	-18.8272319095094	-19.6685341634904	-18.6685341634904	-9.62391236401769	-19.005569150768	-8.42461640774706	-14.4174463091535	-19.0440432985826	-8.32437698292126	-19.005569150768	-11.3862179245019	-9.98305532336349	-14.7899722909404	-10.2751437060464	-11.8351169448466	-13.0222754835004	-10.8141852023927	-14.7696808869473	-8.38139897740368	-21.9315685693242	-8.25856873894567	-19.0835716627692	-2.8549199605299	-12.1941522033871	-13.4820071947109	-19.7940650455742	-4.42320739118408	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-19.346606068603	-19.6685341634904	-5.83531462394998	-10.982909323764	-10.7618940575154	-10.6252789839881	-17.7777632332451	-18.5530569460704	-9.75939111615048	-17.6989078125339
MSM6J2LB	-6.90295452698172	-10.0587398097893	-5.53593402706635	-18.2993003538247	-10.6652505121667	-6.37862334988381	-3.97281876548957	-19.5530569460704	-19.0835716627692	-8.60412820159934	-19.9315685693242	-4.98108557432276	-18.346606068603	-20.1660338229612	-6.13728471236037	-17.8441057280738	-1.25685216128503	-19.7299347081545	-19.6685341634904	-3.66594436685333	-8.30869311094993	-7.44091822007616	-18.1449722074334	-18.9315685693242	-10.5518653075233	-5.72245794540148	-18.4461417421539	-7.23890948233508	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-6.80673642701993	-3.39202350360618	-18.9315685693242	-18.8959446595935	-19.2534966642115	-12.3413558079158	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-11.1404056807692	-8.04278727517227	-6.61313873938116	-19.005569150768	-5.28565124951827	-4.68633899044988	-19.0440432985826	-19.4986091620481	-19.005569150768	-9.6170986153277	-10.1356912525291	-18.5530569460704	-18.8272319095094	-18.4721369506869	-18.6685341634904	-20.2534966642115	-19.0440432985826	-18.7299347081545	-21.9315685693242	-6.48859916323684	-19.0835716627692	-3.42140554656324	-18.7299347081545	-19.2091025448531	-19.7940650455742	-7.37376984142444	-19.0835716627692	-19.2091025448531	-8.24226940878828	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-19.346606068603	-19.6685341634904	-19.7299347081545	-9.74384535303346	-10.9952250879287	-10.7080494825334	-17.7777632332451	-18.5530569460704	-19.1660338229612	-17.6989078125339
MSM6J2LH	-19.395515669084	-6.33647429790313	-19.1242136472666	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-19.7299347081545	-19.6685341634904	-19.4461417421539	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-10.5565291379772	-6.64103127500759	-19.6096404744368	-19.2993003538247	-6.74274794676021	-18.0440432985826	-5.93909929147464	-7.9855395798087	-8.54145336580348	-19.395515669084	-19.005569150768	-18.8272319095094	-4.56329402713439	-19.0440432985826	-19.4986091620481	-4.21728548196388	-13.0974135879229	-5.77392163006642	-18.5530569460704	-7.7557383660189	-8.51329427544364	-18.6685341634904	-20.2534966642115	-1.61312726447064	-2.69662954688684	-21.9315685693242	-4.57122898615052	-19.0835716627692	-2.8307112070302	-18.7299347081545	-19.2091025448531	-19.7940650455742	-11.6415497223916	-9.89470812265113	-19.2091025448531	-11.4517883052951	-9.92791011900097	-12.3183316146078	-5.08127916017626	-4.22514000379737	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-5.05223900057626	-20.6685341634904	-17.7777632332451	-15.3586789009036	-19.1660338229612	-17.6989078125339
MSM6J2LJ	-19.395515669084	-8.24826687522771	-19.1242136472666	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-19.7299347081545	-18.2091025448531	-19.4461417421539	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-13.2173230516581	-7.98385858537142	-19.6096404744368	-19.2993003538247	-7.3959772731931	-18.0440432985826	-14.5120296778104	-11.8277562398953	-8.92187989036647	-19.395515669084	-19.005569150768	-18.8272319095094	-2.7202030575343	-19.0440432985826	-19.4986091620481	-6.4771407448083	-13.1726791366032	-7.23190936608703	-18.5530569460704	-8.59886063568357	-11.0618205178591	-18.6685341634904	-20.2534966642115	-0.82821928374017	-4.89375568158214	-21.9315685693242	-4.67732974287953	-19.0835716627692	-3.56333325246968	-18.7299347081545	-19.2091025448531	-19.7940650455742	-11.8681734880357	-19.0835716627692	-19.2091025448531	-14.1397544981623	-10.9437361194819	-12.4994442966826	-5.93477734134489	-4.83830370099296	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-5.5734874719597	-20.6685341634904	-12.2311288511831	-8.38433661999405	-19.1660338229612	-17.6989078125339
MSM6J2LL	-19.395515669084	-5.00840824414705	-8.67677613913129	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-19.7299347081545	-19.6685341634904	-19.4461417421539	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-10.2361662599715	-4.27709476361127	-19.6096404744368	-16.9867101235166	-5.3301807865167	-18.0440432985826	-11.6893471742258	-15.0986785551594	-6.56885760863074	-19.395515669084	-19.005569150768	-18.8272319095094	-6.41485900085533	-19.0440432985826	-19.4986091620481	-4.74233856529263	-11.9231399472536	-5.91310756035851	-18.5530569460704	-6.576148643671	-18.4721369506869	-18.6685341634904	-6.53628882902336	-1.63444630858721	-4.78200005153456	-21.9315685693242	-4.51246096546076	-19.0835716627692	-3.24672408649205	-18.7299347081545	-19.2091025448531	-19.7940650455742	-16.5740165647061	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-6.75352624045935	-4.982439487844	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-2.803987277309	-20.6685341634904	-8.28600019559653	-18.5530569460704	-19.1660338229612	-11.9411809175214
MSM6J2LN	-19.395515669084	-8.0913020513961	-19.1242136472666	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-19.7299347081545	-19.6685341634904	-19.4461417421539	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-12.9843699850621	-5.08461892028625	-19.6096404744368	-15.9406137089272	-9.79010001393109	-18.0440432985826	-18.8272319095094	-12.158099641419	-7.48745957317706	-19.395515669084	-19.005569150768	-4.44405194742127	-3.52075453585156	-19.0440432985826	-19.4986091620481	-6.21705471816134	-13.5634986927921	-6.39816582798308	-18.5530569460704	-7.38257813156894	-18.4721369506869	-18.6685341634904	-6.25588713862234	-2.859802464957	-5.99785947513598	-21.9315685693242	-5.99528950854233	-19.0835716627692	-2.65375449564572	-18.7299347081545	-19.2091025448531	-19.7940650455742	-13.5221776331865	-8.02182546164875	-19.2091025448531	-9.34247925641455	-9.93693227881459	-10.7744743172164	-3.3778132970599	-2.69975676371593	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-2.99895010012743	-20.6685341634904	-6.37952394234528	-8.02802560094644	-19.1660338229612	-17.6989078125339
MSM6J2LR	-19.395515669084	-11.0892182259104	-8.63884432662512	-18.2993003538247	-18.4461417421539	-18.9680944453493	-14.0294949900134	-15.6314448447552	-19.0835716627692	-19.5530569460704	-19.9315685693242	-14.8526172279294	-18.346606068603	-12.592609393909	-19.2993003538247	-17.8441057280738	-20.9315685693242	-14.6387868200963	-11.9502867152668	-15.1982142287103	-18.1449722074334	-18.4721369506869	-12.5418296906472	-18.9315685693242	-10.5518653075233	-18.9315685693242	-15.0986785551594	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-10.0033463137391	-17.9867101235166	-19.4986091620481	-18.58107132224	-16.346606068603	-13.1541488538083	-11.6760678361758	-6.7856205068324	-10.8128869974631	-19.2993003538247	-7.34339270293301	-18.0440432985826	-6.66403569728515	-9.9401884487794	-9.80292975647158	-13.431722682241	-19.005569150768	-3.82267662495135	-3.24422022648539	-19.0440432985826	-19.4986091620481	-5.46961597519604	-14.4301294241653	-7.66527979743961	-18.5530569460704	-8.65788950914959	-10.7516594793092	-18.6685341634904	-7.19098668486167	-0.929646396428108	-4.99065397444367	-21.9315685693242	-5.07889764528468	-19.0835716627692	-4.77292338216059	-18.7299347081545	-19.2091025448531	-19.7940650455742	-11.5095038031514	-9.07654439587526	-19.2091025448531	-17.2993003538247	-17.7299347081545	-19.2993003538247	-6.45043767397615	-4.97911396068773	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-6.22178469384482	-20.6685341634904	-17.7777632332451	-10.9753376327743	-19.1660338229612	-17.6989078125339
