feature	Bifidobacterium.adolescentis	Bifidobacterium.bifidum	Bifidobacterium.longum	Bifidobacterium.pseudocatenulatum	Collinsella.aerofaciens	Bacteroides.caccae	Bacteroides.cellulosilyticus	Bacteroides.dorei	Bacteroides.eggerthii	Bacteroides.faecis	Bacteroides.finegoldii	Bacteroides.fragilis	Bacteroides.intestinalis	Bacteroides.massiliensis	Bacteroides.ovatus	Bacteroides.salyersiae	Bacteroides.stercoris	Bacteroides.thetaiotaomicron	Bacteroides.uniformis	Bacteroides.vulgatus	Bacteroides.xylanisolvens	Bacteroidales.bacterium.ph8	Barnesiella.intestinihominis	Coprobacter.fastidiosus	Odoribacter.splanchnicus	Parabacteroides.distasonis	Parabacteroides.goldsteinii	Parabacteroides.merdae	Parabacteroides.unclassified	Paraprevotella.clara	Paraprevotella.unclassified	Prevotella.copri	Alistipes.finegoldii	Alistipes.onderdonkii	Alistipes.putredinis	Alistipes.shahii	Alistipes.unclassified	Streptococcus.salivarius	Clostridium.bolteae	Clostridium.citroniae	Clostridium.clostridioforme	Clostridium.hathewayi	Clostridium.leptum	Clostridium.nexile	Clostridium.symbiosum	Flavonifractor.plautii	Eubacterium.eligens	Eubacterium.hallii	Eubacterium.rectale	Eubacterium.siraeum	Eubacterium.sp.3.1.31	Eubacterium.ventriosum	Ruminococcus.gnavus	Ruminococcus.obeum	Ruminococcus.torques	Coprococcus.comes	Dorea.longicatena	Lachnospiraceae.bacterium.1.1.57FAA	Lachnospiraceae.bacterium.3.1.46FAA	Roseburia.hominis	Roseburia.intestinalis	Roseburia.inulinivorans	Roseburia.unclassified	Oscillibacter.unclassified	Peptostreptococcaceae.noname.unclassified	Faecalibacterium.prausnitzii	Ruminococcus.bromii	Ruminococcus.callidus	Ruminococcus.lactaris	Subdoligranulum.unclassified	Coprobacillus.unclassified	Acidaminococcus.unclassified	Dialister.invisus	Veillonella.atypica	Veillonella.dispar	Veillonella.parvula	Veillonella.unclassified	Burkholderiales.bacterium.1.1.47	Parasutterella.excrementihominis	Sutterella.wadsworthensis	Bilophila.unclassified	Escherichia.coli	Escherichia.unclassified	Klebsiella.pneumoniae	Haemophilus.parainfluenzae	Akkermansia.muciniphila	C2likevirus.unclassified
HSM7CYY9	-16.155464581251	-18.6387868200963	-12.4615198433128	-18.2993003538247	-11.3708536148497	-6.16993423472012	-18.3708536148497	-14.6024449730326	-19.0835716627692	-19.5530569460704	-19.9315685693242	-3.84003400939003	-18.346606068603	-16.4206066500468	-3.12774015853334	-17.8441057280738	-14.5705020805299	-19.7299347081545	-3.67578387484461	-6.65248037790416	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-4.5683064448887	-4.01356721968875	-11.6141559555593	-9.64085850060677	-1.90506673972758	-17.9867101235166	-6.4551134648031	-4.33689406563427	-18.9315685693242	-18.8959446595935	-19.2534966642115	-9.03553896634742	-12.4461417421539	-13.0974135879229	-12.8462288999668	-10.0152412181076	-18.8272319095094	-10.0936253274331	-18.6685341634904	-13.4221894204095	-19.005569150768	-9.55500902565385	-19.5530569460704	-10.4672270365631	-19.4986091620481	-7.29435502893715	-11.0889039474992	-6.47399530953693	-10.8382830654462	-11.6955543774241	-9.15234168561101	-18.6685341634904	-8.67535988079679	-19.0440432985826	-18.7299347081545	-21.9315685693242	-10.4291345306421	-7.76559384036211	-11.5683098676162	-18.7299347081545	-19.2091025448531	-19.7940650455742	-5.5960735337067	-10.3518755058654	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-14.0961497288487	-19.346606068603	-19.6685341634904	-19.7299347081545	-7.74057106248691	-5.58919522323663	-11.223519317622	-17.7777632332451	-10.3881500193948	-19.1660338229612	-17.6989078125339
HSM7CYYB	-10.5877166358821	-18.6387868200963	-5.09688519964527	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-9.30540324941968	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-14.0562799711015	-14.9820336363072	-12.6713546825528	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-14.0343281437494	-18.6685341634904	-19.395515669084	-19.005569150768	-18.8272319095094	-19.5530569460704	-12.8547529722733	-19.4986091620481	-11.0776352806462	-14.5600097067122	-9.53271801504447	-18.5530569460704	-18.8272319095094	-18.4721369506869	-18.6685341634904	-20.2534966642115	-19.0440432985826	-18.7299347081545	-21.9315685693242	-19.005569150768	-19.0835716627692	-13.071102310807	-18.7299347081545	-19.2091025448531	-19.7940650455742	-8.90829935355419	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-0.166829775865073	-20.6685341634904	-17.7777632332451	-10.1650396607253	-19.1660338229612	-11.0486198966075
HSM7CYYD	-19.395515669084	-18.6387868200963	-11.7133686256294	-18.2993003538247	-10.6220922154831	-6.41993943925573	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-3.23519866856492	-18.346606068603	-20.1660338229612	-2.52379460939054	-17.8441057280738	-20.9315685693242	-19.7299347081545	-3.79600556388272	-4.78256775490976	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-3.49916532099281	-3.75737822778095	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-5.75057164974445	-8.85829726854537	-18.9315685693242	-18.8959446595935	-19.2534966642115	-7.64045544078549	-11.508662826712	-7.62010405387573	-14.4017476227955	-6.51185851539985	-18.8272319095094	-10.5257888867389	-18.6685341634904	-19.395515669084	-14.9136466613269	-8.60250104902293	-19.5530569460704	-9.62243331846158	-19.4986091620481	-6.22704886833945	-8.77182334776426	-6.05696177179446	-9.16024417735003	-9.12986021040771	-9.2947627170686	-18.6685341634904	-8.54775629473556	-19.0440432985826	-18.7299347081545	-21.9315685693242	-19.005569150768	-19.0835716627692	-10.2190415688844	-18.7299347081545	-19.2091025448531	-19.7940650455742	-7.22198929249027	-11.0914200938372	-19.2091025448531	-17.2993003538247	-12.0636721053315	-19.2993003538247	-18.9680944453493	-19.9315685693242	-19.346606068603	-19.6685341634904	-19.7299347081545	-7.61376028626044	-7.96491892721883	-9.30878460316805	-17.7777632332451	-7.48252312470996	-19.1660338229612	-17.6989078125339
HSM7CYYF	-12.7153077321591	-18.6387868200963	-7.91716445453393	-11.5705020805299	-9.30969984461275	-14.2648119774394	-18.3708536148497	-16.9315685693242	-19.0835716627692	-19.5530569460704	-19.9315685693242	-14.7858911141285	-18.346606068603	-13.6573069080671	-2.29761550860536	-17.8441057280738	-1.13511697288237	-16.4333177017963	-11.6457040222923	-3.48380407344821	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-3.1168859753656	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-16.2311288511831	-18.9315685693242	-17.4206066500468	-10.1775162017952	-9.81626476317206	-12.5392511465454	-9.55620326475954	-10.4973573658386	-18.0440432985826	-18.8272319095094	-8.95586387506902	-8.92580368697121	-19.395515669084	-19.005569150768	-4.7595943181393	-19.5530569460704	-19.0440432985826	-19.4986091620481	-7.72260268301762	-15.0440432985826	-6.19004891540305	-9.9802838543572	-9.69208937462501	-18.4721369506869	-18.6685341634904	-20.2534966642115	-19.0440432985826	-10.9799924302494	-21.9315685693242	-19.005569150768	-11.7671644114429	-14.5952851814597	-18.7299347081545	-19.2091025448531	-19.7940650455742	-12.677957417377	-11.6223196085076	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-9.30121042539949	-12.1352044311845	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-5.37105063297081	-20.6685341634904	-17.7777632332451	-14.1037495447069	-19.1660338229612	-15.346606068603
HSM7CYYH	-19.395515669084	-18.6387868200963	-9.02385166636184	-13.0043832114978	-10.037053925051	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-3.50838370462536	-17.8441057280738	-2.62939376995522	-19.7299347081545	-19.6685341634904	-2.50878927036991	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-2.46687924581592	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-11.2266274589481	-10.6255068798958	-19.6096404744368	-19.2993003538247	-14.4590807978614	-18.0440432985826	-18.8272319095094	-19.6685341634904	-12.3731478560555	-19.395515669084	-19.005569150768	-3.1210722442658	-19.5530569460704	-19.0440432985826	-19.4986091620481	-3.34503953832156	-15.8105531683628	-4.83344599167994	-9.38853674906894	-11.468044196053	-7.95733325196882	-18.6685341634904	-20.2534966642115	-19.0440432985826	-4.59892356478247	-21.9315685693242	-19.005569150768	-7.20279771978151	-13.2993003538247	-18.7299347081545	-19.2091025448531	-19.7940650455742	-14.2255906676417	-13.3095167498678	-19.2091025448531	-17.2993003538247	-10.342666582915	-11.4425234442094	-6.48762786505189	-8.43711295573681	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-4.63093001533045	-20.6685341634904	-17.7777632332451	-7.79131394663383	-19.1660338229612	-17.6989078125339
HSM7CYYP	-19.395515669084	-18.6387868200963	-14.3286841606058	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-14.2311288511831	-18.346606068603	-20.1660338229612	-2.83497693853458	-17.8441057280738	-1.01978162193866	-19.7299347081545	-19.6685341634904	-2.61510140861474	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-2.59262331745362	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-12.2556115363824	-7.50892557919253	-14.0416083696655	-9.92426092247774	-12.0416083696655	-18.0440432985826	-18.8272319095094	-10.5720386140013	-10.6399373864233	-19.395515669084	-19.005569150768	-7.02571152388847	-19.5530569460704	-19.0440432985826	-19.4986091620481	-11.0061624861828	-19.4461417421539	-8.68067803360083	-18.5530569460704	-11.2694342945251	-9.65614241123993	-18.6685341634904	-20.2534966642115	-14.8022855523792	-9.89910952193763	-21.9315685693242	-19.005569150768	-10.5381781118802	-14.4080066132672	-18.7299347081545	-19.2091025448531	-19.7940650455742	-16.5740165647061	-19.0835716627692	-19.2091025448531	-17.2993003538247	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-6.55684150223044	-20.6685341634904	-17.7777632332451	-18.5530569460704	-13.8335364863636	-17.6989078125339
HSM7CYZ5	-19.395515669084	-18.6387868200963	-9.28915579641912	-18.2993003538247	-10.6420107209706	-2.61486277789518	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-1.09651124733638	-18.346606068603	-20.1660338229612	-17.2762167407116	-17.8441057280738	-13.331655727137	-2.87591542306706	-15.6760678361758	-14.0735875741966	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-11.9657842846621	-17.9497159160344	-19.7299347081545	-15.2648119774394	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-10.8662870834919	-9.35943681793751	-18.0440432985826	-18.8272319095094	-7.18675575026213	-6.73681171490193	-19.395515669084	-19.005569150768	-18.8272319095094	-19.5530569460704	-19.0440432985826	-19.4986091620481	-10.5185753965063	-19.4461417421539	-11.0067560657184	-18.5530569460704	-18.8272319095094	-18.4721369506869	-8.17693155679427	-20.2534966642115	-3.4874029409032	-18.7299347081545	-21.9315685693242	-19.005569150768	-12.0698612827383	-15.2091025448531	-18.7299347081545	-19.2091025448531	-19.7940650455742	-11.1193912638097	-12.5470006461503	-19.2091025448531	-5.8701804991889	-10.7252867675888	-10.7424853113293	-6.83671562690456	-6.24721442127723	-19.346606068603	-19.6685341634904	-3.89518028598078	-18.0440432985826	-8.50724478964397	-20.6685341634904	-17.7777632332451	-10.2099566654398	-19.1660338229612	-15.7858911141285
HSM7CYZ7	-19.395515669084	-18.6387868200963	-6.23505738929089	-18.2993003538247	-7.25653776872775	-4.94551323167835	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-2.57502203194629	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-17.8611792414328	-7.21190167560456	-19.6685341634904	-19.4461417421539	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-12.7656566303885	-19.7299347081545	-19.6096404744368	-19.2993003538247	-13.1319631468715	-18.0440432985826	-13.5170947328932	-8.96153459949971	-8.74335064405617	-19.395515669084	-19.005569150768	-18.8272319095094	-19.5530569460704	-19.0440432985826	-19.4986091620481	-3.84964829445581	-19.4461417421539	-7.02548595887269	-18.5530569460704	-18.8272319095094	-12.1475881556404	-11.0562799711015	-20.2534966642115	-1.47970951735148	-18.7299347081545	-21.9315685693242	-19.005569150768	-8.77182334776426	-13.8915528904763	-18.7299347081545	-19.2091025448531	-19.7940650455742	-12.8926495800319	-9.31474407766849	-19.2091025448531	-8.50708731597237	-14.6241400441319	-8.30467318676085	-4.98843108327507	-4.49536781186495	-19.346606068603	-19.6685341634904	-2.22561225986263	-18.0440432985826	-6.81868928352965	-20.6685341634904	-17.7777632332451	-6.28013561920344	-19.1660338229612	-17.6989078125339
HSM7CYZ9	-19.395515669084	-18.6387868200963	-7.00946737569258	-18.2993003538247	-8.7447733898437	-4.86608090756025	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-3.0598317457316	-18.346606068603	-15.58107132224	-9.84822221540511	-17.8441057280738	-7.60693795405699	-8.26890019380663	-8.77485342509947	-13.107564518391	-10.7414969947701	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-7.4651351755817	-17.9497159160344	-19.7299347081545	-14.6024449730326	-11.9966982781321	-10.2696123720469	-12.7046747557528	-18.9315685693242	-9.81925939318464	-14.7377968259275	-19.7299347081545	-19.6096404744368	-10.3443536168716	-11.3309122614979	-18.0440432985826	-18.8272319095094	-9.04755072443578	-8.56748864581866	-19.395515669084	-19.005569150768	-11.3636124939087	-19.5530569460704	-19.0440432985826	-14.4919454317671	-5.77863415340801	-19.4461417421539	-7.87917033725259	-18.5530569460704	-18.8272319095094	-18.4721369506869	-7.82965853658515	-20.2534966642115	-1.18623563391124	-16.9680944453493	-21.9315685693242	-19.005569150768	-9.26383607447501	-4.85510784542497	-18.7299347081545	-19.2091025448531	-19.7940650455742	-9.76930313567978	-8.9259440201303	-19.2091025448531	-5.96480178329203	-19.2993003538247	-12.4820071947109	-8.5595197440514	-10.4333177017963	-19.346606068603	-19.6685341634904	-1.92274606124141	-18.0440432985826	-7.49038806227947	-10.4421219707016	-17.7777632332451	-11.0683114973912	-10.2828514819449	-17.6989078125339
HSM7CYZB	-19.395515669084	-18.6387868200963	-8.16512248141714	-10.3674190793384	-8.31943726931074	-3.46012673227006	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-1.43611167479464	-18.346606068603	-20.1660338229612	-14.1874074737538	-17.8441057280738	-12.7056381581531	-3.47596842905936	-19.6685341634904	-11.2830312234315	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-11.4409182200762	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-16.8272319095094	-19.2534966642115	-10.9161535169375	-19.6096404744368	-19.2993003538247	-12.7546474576798	-18.0440432985826	-10.0376603542491	-8.54274403130057	-8.32257456708627	-19.395515669084	-19.005569150768	-3.60804931568997	-19.5530569460704	-14.1139453118127	-19.4986091620481	-7.15884162008433	-19.4461417421539	-8.31212804624242	-18.5530569460704	-18.8272319095094	-18.4721369506869	-12.9715666372561	-20.2534966642115	-6.38361369407024	-18.7299347081545	-21.9315685693242	-19.005569150768	-19.0835716627692	-2.65035391114152	-18.7299347081545	-19.2091025448531	-19.7940650455742	-10.5946157691637	-10.1892591332402	-19.2091025448531	-5.52865644038928	-19.2993003538247	-16.4853123394346	-7.67636292014746	-11.4377131200834	-19.346606068603	-19.6685341634904	-2.90494787265675	-18.0440432985826	-7.56956998298883	-20.6685341634904	-17.7777632332451	-11.681744020708	-19.1660338229612	-17.6989078125339
HSM7CYZD	-19.395515669084	-18.6387868200963	-8.5715994374253	-18.2993003538247	-10.1534914397888	-3.85870952363325	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-1.87988698015989	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-12.6713546825528	-3.57722275376766	-14.190101582923	-14.2145776749192	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-18.9315685693242	-18.4461417421539	-18.346606068603	-11.0889039474992	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-14.8483552010752	-9.98276333893811	-19.6096404744368	-11.5345357522273	-20.005569150768	-18.0440432985826	-18.8272319095094	-9.78118660050633	-8.62619078369669	-19.395515669084	-19.005569150768	-2.34613651773121	-19.5530569460704	-19.0440432985826	-19.4986091620481	-7.38151925511314	-19.4461417421539	-8.76233251905299	-18.5530569460704	-18.8272319095094	-12.1378027120145	-9.36133335434957	-20.2534966642115	-4.04755788143628	-18.7299347081545	-21.9315685693242	-19.005569150768	-8.44987002895123	-2.65218469665081	-18.7299347081545	-19.2091025448531	-19.7940650455742	-12.0446526734769	-10.9911081404605	-19.2091025448531	-7.36306612198743	-10.2072252576124	-12.6078382318028	-7.8829454699372	-9.39289461624151	-19.346606068603	-19.6685341634904	-3.28498173454044	-18.0440432985826	-7.43718796262774	-9.4488614333838	-17.7777632332451	-6.6184729682968	-19.1660338229612	-17.6989078125339
HSM7CYZF	-19.395515669084	-18.6387868200963	-19.1242136472666	-18.2993003538247	-18.4461417421539	-4.79910097134615	-13.2408721253465	-8.85715946998044	-19.0835716627692	-19.5530569460704	-14.7260196581511	-3.2726040195747	-18.346606068603	-20.1660338229612	-8.66191588172768	-17.8441057280738	-10.6993875116375	-4.03593412251358	-7.68242548061573	-7.58303404130079	-11.3792837293807	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-12.3885367490689	-18.4461417421539	-8.91017212797539	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-12.2719293823085	-8.22321749406443	-11.9773722589373	-18.8959446595935	-8.47860667627294	-11.6291581188986	-19.6096404744368	-19.2993003538247	-13.7437216598846	-18.0440432985826	-18.8272319095094	-8.85977104703997	-11.7581412719756	-19.395515669084	-19.005569150768	-4.42856588412349	-8.81873814124477	-19.0440432985826	-19.4986091620481	-6.2428702199461	-19.4461417421539	-7.22410158428911	-18.5530569460704	-18.8272319095094	-18.4721369506869	-8.4046781438943	-20.2534966642115	-4.72368486629546	-18.7299347081545	-21.9315685693242	-19.005569150768	-4.80894680407386	-2.88333715262173	-18.7299347081545	-19.2091025448531	-19.7940650455742	-10.3810141561048	-8.76101753400747	-19.2091025448531	-9.93481264225001	-10.6175518654228	-13.7576416373244	-6.236590465277	-7.57800818640864	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-2.31116973562465	-20.6685341634904	-17.7777632332451	-2.29122476758588	-19.1660338229612	-17.6989078125339
HSM7CYZJ	-19.395515669084	-18.6387868200963	-10.4672270365631	-10.5311160290477	-11.6732380967117	-2.78646234174665	-5.45558820940931	-4.77344806668573	-19.0835716627692	-19.5530569460704	-19.9315685693242	-4.15015250162514	-18.346606068603	-20.1660338229612	-6.12498874047185	-17.8441057280738	-3.63678450706409	-6.70536713619655	-5.22790827657049	-14.071102310807	-8.13979518846543	-18.4721369506869	-18.1449722074334	-18.9315685693242	-6.34508058669818	-6.87100772776649	-18.4461417421539	-4.67366883162518	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-5.7865758180597	-4.4500119192701	-4.35524071193509	-4.70011485979556	-18.8959446595935	-19.2534966642115	-13.6461663504619	-16.155464581251	-19.2993003538247	-8.15127487656769	-8.95443177743218	-18.8272319095094	-11.2805168781452	-13.7797909145921	-8.03591755690799	-12.6722960822866	-3.9503513903601	-3.55089444375992	-19.0440432985826	-19.4986091620481	-11.7940650455742	-12.8536847048859	-6.63054401379115	-14.2762167407116	-9.86480663693727	-18.4721369506869	-8.15328605932852	-10.2938568998474	-7.83208925214901	-10.4674312830476	-21.9315685693242	-8.96982949672004	-19.0835716627692	-3.44230701101666	-7.41176034333055	-11.2128644636493	-8.63826936446189	-4.78037360787692	-19.0835716627692	-6.48817171146924	-7.58538729267364	-19.2993003538247	-19.2993003538247	-14.4655941048201	-14.0440432985826	-9.85488656133227	-9.49923546769753	-19.7299347081545	-8.13382599546383	-10.054284435801	-10.1054968221513	-17.7777632332451	-13.2352964853983	-10.7541490313349	-17.6989078125339
HSM7CYZL	-19.395515669084	-18.6387868200963	-8.37338704946415	-10.2077370028289	-10.9805753373445	-4.90272578158741	-6.81837988975132	-4.44960205197337	-19.0835716627692	-19.5530569460704	-19.9315685693242	-8.43751303755881	-18.346606068603	-20.1660338229612	-5.5303623761459	-17.8441057280738	-4.32071385678547	-6.99298136518708	-5.0433437869923	-12.639707199739	-9.76942904177934	-18.4721369506869	-18.1449722074334	-18.9315685693242	-7.09863900814004	-8.01766940075609	-18.4461417421539	-4.51398302517786	-16.5740165647061	-17.9497159160344	-19.7299347081545	-13.9497159160344	-7.13621882776196	-5.17024069765568	-3.70168703423838	-6.10848997677873	-18.8959446595935	-19.2534966642115	-19.7299347081545	-14.1874074737538	-19.2993003538247	-20.005569150768	-11.7358272760777	-18.8272319095094	-19.6685341634904	-16.346606068603	-8.42923398912618	-9.89278672486214	-2.22599692545413	-2.50541849561175	-19.0440432985826	-19.4986091620481	-9.76189405751543	-11.423377638767	-7.50687737781122	-9.89292388273084	-10.2705030895172	-11.6006516912096	-7.1589447028639	-8.74545432978253	-7.44289992711638	-8.89628833024966	-21.9315685693242	-8.00256912919241	-19.0835716627692	-3.2511815724462	-6.63967842898561	-11.821476817399	-7.07648597889143	-6.36193839970622	-19.0835716627692	-6.05434196067353	-6.86463850046008	-19.2993003538247	-19.2993003538247	-18.9680944453493	-19.9315685693242	-11.2142348698705	-10.1750122468001	-19.7299347081545	-10.6143821010321	-14.4301294241653	-20.6685341634904	-17.7777632332451	-13.7676673555096	-10.3467939317507	-15.1449722074334
HSM7CYZR	-19.395515669084	-18.6387868200963	-7.55636619216744	-9.12534119327229	-7.81873814124477	-4.02319236849507	-4.9118388596993	-3.31566598170252	-19.0835716627692	-19.5530569460704	-19.9315685693242	-8.06660865418157	-18.346606068603	-20.1660338229612	-6.51514046960176	-17.8441057280738	-4.88258368368235	-7.25737630117849	-4.88291992910765	-12.4631481674596	-9.0980459328994	-18.4721369506869	-18.1449722074334	-18.9315685693242	-5.53972756145224	-6.33611292908891	-18.4461417421539	-4.10629670887884	-16.5740165647061	-17.9497159160344	-19.7299347081545	-19.7299347081545	-5.73644247161853	-3.56101396957977	-4.03474424940533	-4.68018602056372	-18.8959446595935	-19.2534966642115	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-18.6685341634904	-5.51923689799929	-8.9947098265499	-3.50200327345783	-3.89249102257211	-19.0440432985826	-19.4986091620481	-19.005569150768	-8.35621841680027	-7.72828175063759	-8.80738262206831	-10.3499913537877	-18.4721369506869	-7.68937695274979	-9.52292038797699	-8.86905015787037	-9.61891247071784	-21.9315685693242	-8.10780328953451	-19.0835716627692	-3.75294067306971	-6.87486312363934	-10.9006256095335	-11.583283027473	-5.50899127479054	-19.0835716627692	-5.51031239108336	-7.50441289007208	-19.2993003538247	-19.2993003538247	-15.4721369506869	-14.4820071947109	-9.34313500560841	-10.1781846577511	-19.7299347081545	-9.48862507347545	-10.1384530140498	-20.6685341634904	-17.7777632332451	-12.7940650455742	-15.9315685693242	-17.6989078125339
HSM7CYZT	-19.395515669084	-18.6387868200963	-6.05887445324793	-18.2993003538247	-18.4461417421539	-18.9680944453493	-18.3708536148497	-19.5530569460704	-19.0835716627692	-19.5530569460704	-19.9315685693242	-19.7940650455742	-18.346606068603	-20.1660338229612	-19.2993003538247	-17.8441057280738	-20.9315685693242	-19.7299347081545	-19.6685341634904	-2.8824538883762	-18.1449722074334	-18.4721369506869	-18.1449722074334	-18.9315685693242	-10.5518653075233	-3.24845058520839	-18.4461417421539	-18.346606068603	-3.2997378552533	-17.9497159160344	-19.7299347081545	-19.7299347081545	-17.9867101235166	-19.4986091620481	-18.58107132224	-18.9315685693242	-18.8959446595935	-11.9042154353941	-19.7299347081545	-19.6096404744368	-19.2993003538247	-20.005569150768	-18.0440432985826	-18.8272319095094	-19.6685341634904	-18.6685341634904	-19.395515669084	-19.005569150768	-18.8272319095094	-19.5530569460704	-19.0440432985826	-19.4986091620481	-1.23016733884453	-19.4461417421539	-3.39637370248552	-18.5530569460704	-18.8272319095094	-18.4721369506869	-18.6685341634904	-20.2534966642115	-19.0440432985826	-18.7299347081545	-21.9315685693242	-19.005569150768	-19.0835716627692	-11.6452418422336	-18.7299347081545	-19.2091025448531	-19.7940650455742	-16.5740165647061	-7.59771440813	-19.2091025448531	-6.4845370164984	-19.2993003538247	-19.2993003538247	-7.71479240272789	-10.5343217818835	-19.346606068603	-19.6685341634904	-19.7299347081545	-18.0440432985826	-4.431595032293	-8.26507824740369	-17.7777632332451	-18.5530569460704	-19.1660338229612	-17.6989078125339
