feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6151..S.adenosyl.L.methionine.cycle.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.6168..flavin.biosynthesis.III..fungi.	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6700..queuosine.biosynthesis	PWY.6897..thiamin.salvage.II	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7242..D.fructuronate.degradation	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	TRNA.CHARGING.PWY..tRNA.charging
HSM7J4G1	-5.90764284064782	-5.49585339990757	-5.70719889794283	-5.50551482241601	-5.75210283050607	-5.73062073479233	-5.91120945566801	-4.21773251074572	-5.70777446166679	-5.51578426533556	-5.65949256842259	-5.53690156875608	-7.67987740894064	-5.12093074616109	-5.66908290382889	-5.50872147513382	-5.5118007775121	-5.71168382716415	-5.65207031167183	-6.29207427346408	-5.35599423350744	-5.32547227338349	-5.31019153665707	-5.62761956237568	-5.6801963542556	-5.65812491214536	-6.12923301773324	-5.4103081077323	-5.71134646540471	-5.6801963542556	-5.51473771196717	-5.50600470727656	-5.49773775599796	-5.37695405360123	-5.67268292043955	-6.66266393187022	-5.73807850307134	-6.16927818609429	-5.18663446726403	-5.43326078889867	-5.53432177707733	-8.35697366789617	-5.741639266581	-6.99478907575416	-5.85730084104519	-5.35599423350744	-5.78629215830485	-5.53809407677712	-6.2883106293128	-5.46962106999357
HSM7J4G8	-6.63703393429994	-5.45900553030773	-5.39310374560049	-5.38519991835132	-5.78339672565498	-5.53298425636856	-6.09206493269177	-4.98125514349487	-5.53883595047533	-6.02840387672795	-5.9276206368413	-5.37671318022203	-6.8288127201154	-5.10631250191999	-5.66683295017053	-5.60396379584223	-5.41242354217096	-5.75419066272843	-5.66539839531651	-6.29955685597629	-5.40450459637987	-5.17604178673723	-5.59412574773803	-5.58100108374	-5.56232883433489	-5.46314569936825	-5.90738524686851	-5.34151075618501	-5.92788684675437	-5.56232883433489	-5.4285843643078	-5.35716824742542	-5.36459636671274	-5.26935966613217	-5.38104576582137	-6.14471388332685	-5.9563140987285	-6.83179068077327	-5.17100388840568	-5.28298131418817	-5.3897967318553	-7.8147831805751	-5.72829206588778	-6.14926399019776	-6.08810220979092	-5.40450459637987	-5.76909261157279	-5.78404299247093	-6.30098464144415	-5.3207127930393
HSM7J4GD	-6.68356275205602	-5.74059255758281	-6.5983388123093	-6.02543035192471	-6.19463213713023	-6.49884192913093	-6.33284591728439	-4.08724690246292	-5.57397834761712	-5.98197136140783	-6.01799876653623	-5.2275737445866	-7.49875687208755	-4.92032561893396	-5.2817300478964	-5.81595584304166	-5.49085539223808	-6.31716779419544	-5.35950038698447	-7.7954093087887	-5.87482949299183	-5.13982582411742	-5.03934071799424	-5.60456327027029	-5.28766664928703	-5.83109911757349	-5.52655112389894	-5.64945130096899	-6.02889834216439	-5.28766664928703	-5.22888091933349	-5.24926754245421	-5.20917442154753	-5.06405429455792	-5.23733285823911	-5.9763941427938	-5.5864599715152	-6.48377375026082	-4.97170082061349	-5.12864323791368	-5.60990281637432	-9.61958542687574	-6.53023428572887	-6.34449832607018	-6.27556273078555	-5.87482949299183	-5.79723148155079	-5.24705951981149	-6.03871037477757	-5.36660205892021
HSM7J4GP	-6.30544886966268	-5.45746142335382	-5.67874871412156	-5.43469252465048	-5.67749719361153	-5.70134512388729	-5.86650781352172	-4.93302520100809	-5.52091844231042	-5.62945003169334	-5.65541520422768	-5.47834374667403	-6.6456689900686	-5.13720877000571	-5.44388048855441	-5.82778148689676	-5.50989164154858	-5.68627420118863	-5.52088355211505	-6.46442035375472	-5.55586846634001	-5.32242904591476	-5.24251689627662	-5.4397408608661	-5.42484438469106	-5.57241517433807	-5.70870488503333	-5.49368047942928	-5.68097885046684	-5.42484438469106	-5.47012684882467	-5.46371875646333	-5.43393679554654	-5.33258989701322	-5.57230670283906	-6.57356668016001	-5.72445174828793	-6.73332799825158	-5.24121336074427	-5.33332242971089	-5.44930140414741	-7.90402397614481	-5.80695664648851	-6.95596523634544	-5.76886103875594	-5.55586846634001	-5.78265491969095	-5.58389586772938	-6.29096257215388	-5.44622806384311
HSM7J4GR	-6.47770554488201	-5.45799517159248	-5.79411533469811	-5.47822029632384	-5.76252405553838	-5.78366599210883	-6.06823292349776	-4.95249177766936	-5.57368124582213	-5.62850132972225	-5.67764054249696	-5.46050933040766	-6.81737306710453	-4.97914832036666	-5.39852513591529	-5.87135801875301	-5.45203862326385	-5.77784490641227	-5.49221551177866	-6.63886931554714	-5.56059650598115	-5.40633539645755	-5.20768662014969	-5.45758146025658	-5.4623713376105	-5.47015123389841	-5.67265674613789	-5.51231395432724	-5.53893717622159	-5.4623713376105	-5.44976966273307	-5.4665216915279	-5.43474821146182	-5.32757190631574	-5.38361828400192	-6.5347591857897	-5.63672530907591	-7.04007296726745	-5.21839905260333	-5.33711790317942	-5.35315051569569	-7.91194097968686	-5.89450725305768	-6.97657956773134	-5.98339330249022	-5.56059650598115	-5.58539122763837	-5.39682525158567	-6.21556091179351	-5.49330673296223
HSM7J4HA	-7.62076116355624	-6.06900397022059	-5.88436757233852	-5.46482651107721	-5.93314966026599	-5.88395305482315	-6.02001788363081	-4.52381835864134	-5.65116567345236	-5.72110590877922	-5.82926244956615	-5.42267037385365	-6.18566118938974	-4.9347930336673	-5.64685156457818	-5.83847371503023	-5.61519805195478	-5.9138276769668	-5.67093885253455	-6.0942047319138	-5.7420298965403	-5.25702812765604	-5.29702460037226	-5.55891821480442	-5.3881159840662	-5.75771845660848	-5.53103707680145	-5.87716778078991	-5.57199638457043	-5.3881159840662	-5.42925098673527	-5.35743669797146	-5.35464555339268	-5.17799566975007	-5.61043786802821	-5.73096513099578	-5.69676685965557	-6.52451599306501	-5.03336029407128	-5.34704405272229	-5.58811499956918	-7.05311876187778	-6.05635657043716	-5.77896073656867	-5.95175186082713	-5.7420298965403	-5.99094987738729	-5.31397756405168	-6.7593446365754	-5.30390610109741
HSM7J4HC	-7.57494271992946	-6.07272939115895	-6.08069715066827	-5.58678138796486	-5.9118532158743	-6.01971284713816	-6.02921418857509	-4.65473427876469	-5.66532623484042	-5.6001214564464	-5.75268045906096	-5.29014525482298	-7.10625160985147	-4.87140926625702	-5.38440782714875	-5.67531947767473	-5.46408150182333	-5.92412825396039	-5.62159316027019	-6.95269316886244	-5.63685758177608	-5.25313043756204	-5.24526403423878	-5.51702214511218	-5.38156055612824	-5.69859323004594	-5.67696146635682	-5.761640718865	-5.77878246619926	-5.38156055612824	-5.309086718238	-5.28103702130353	-5.2720009103964	-5.27780226363746	-5.28484066628729	-5.92965122675808	-5.56121295432371	-6.17484016221585	-5.12662385888594	-5.34302502342681	-5.56305072042778	-8.90030601755206	-6.1794455540461	-6.19274077230096	-5.88405887644348	-5.63685758177608	-5.59320828097205	-5.30458779987172	-6.44775985252408	-5.36147994709777
HSM7J4HE	-7.44248063441936	-6.4381779444913	-6.41809355428395	-6.20791759234495	-6.36754035547579	-6.31305597953732	-6.74718787446596	-4.04934564829744	-5.42146798001957	-6.1603469357549	-6.20886464090407	-4.98477483359548	-6.84170739086143	-4.75249426165908	-5.26742590290597	-6.07716651384189	-5.8347996914195	-6.53742501852027	-5.30598342823578	-7.2873223723801	-6.40482706418517	-4.9666477875167	-4.95540334857191	-6.10482869743473	-5.05054078153095	-6.62024040615232	-5.10599822841258	-6.1250485453864	-6.1975276453161	-5.05054078153095	-5.03813186734633	-4.95919538430197	-4.94769873601258	-4.9754737948781	-5.18213408191143	-5.53437312332537	-5.65891936336166	-7.06000326081514	-4.76132368038023	-4.99867735155906	-6.25147855638557	-9.46005801144574	-6.65440591389095	-5.81180846929875	-6.56647960960733	-6.40482706418517	-5.72259807881415	-5.11137576620889	-7.05037539574946	-5.33840036476824
HSM7J4HG	-6.83664264090355	-6.05683327689738	-5.79318668803398	-5.46285803948918	-5.8581302222748	-5.80395557179165	-5.87603204523304	-4.80103928405704	-5.76654280023807	-5.79971890726517	-5.86713065702882	-5.37227284024133	-6.17728228046642	-4.87018170171935	-5.65766588674731	-5.75357883443384	-5.55140510404812	-5.84266837969437	-5.70217529887318	-6.15012185946777	-5.70889125363672	-5.29953418957627	-5.34424187262614	-5.51806781793744	-5.38057443268268	-5.77703540159355	-5.49557859623012	-5.78247395325096	-5.52200601593454	-5.38057443268268	-5.38603870088801	-5.33133407570314	-5.34172304273813	-5.23989567808711	-5.58234830182835	-5.88949644636002	-5.57637954510552	-6.14221855029158	-5.06629192896424	-5.36218926011647	-5.60114058993582	-7.42722427398821	-5.93191841305561	-5.96669438285979	-5.74700187995663	-5.70889125363672	-6.07439903903879	-5.35524599725751	-7.8377196870343	-5.312622966701
HSM7J4HI	-7.12571179887952	-6.24728574529247	-5.9129147469055	-5.60540756624463	-5.88193203983017	-5.89361098892239	-6.0429946901138	-4.72230104835545	-5.7430717456053	-5.78911424942108	-5.83376677210761	-5.28594308463332	-6.35757592604769	-4.84809375933491	-5.5797255037305	-5.73583071251335	-5.49189308161677	-5.89621167083059	-5.59035688498978	-6.32110356344237	-5.79577671174722	-5.13947086311434	-5.25735253019358	-5.53783280299989	-5.29280882986863	-5.99366545724362	-5.34850737494768	-5.84604601545235	-5.82723093922056	-5.29280882986863	-5.29489885164159	-5.22387942274373	-5.23360483650305	-5.22117550423357	-5.44243239222459	-5.8048927091707	-5.58600040216309	-6.44355044905515	-5.05668290864249	-5.33724517589448	-5.77718706114716	-7.99507951579424	-6.17536775755348	-5.97623840743141	-5.92783593575547	-5.79577671174722	-5.8496580119933	-5.31229793743832	-6.77643111821205	-5.3157486937865
HSM7J4HK	-7.16838603803147	-5.97880167898225	-5.77252766084584	-5.46499108432997	-5.79931682591696	-5.78826178971604	-5.86462029458136	-4.87103938754754	-5.63394236685163	-5.61999742789592	-5.72662910813657	-5.37351439034225	-6.60678647858626	-4.95429366625555	-5.46964806749531	-5.69705716956734	-5.34328073784469	-5.80788582276206	-5.61120005120131	-6.41014256543823	-5.53672476512557	-5.21994782386904	-5.31861217535499	-5.49929347430795	-5.42067475084576	-5.79831556514948	-5.74816672026646	-5.64074046183935	-5.74867520385296	-5.42067475084576	-5.40375500034531	-5.36163055039879	-5.34321965014806	-5.25657203789553	-5.52854506415107	-6.12465081471737	-5.85746498830888	-6.23089080841451	-5.10004986199133	-5.37823347935485	-5.64872785023271	-8.12755165892271	-5.97027672814178	-6.37243052681388	-5.77852537324028	-5.53672476512557	-5.7177246290219	-5.43258050855632	-6.33237260564582	-5.34853230152186
HSM7J4HM	-6.19435299414498	-5.49840227839077	-5.37111592657779	-5.52131613145517	-5.76094464772889	-5.46261514672445	-5.91311313301389	-4.96293061855062	-6.19363461477843	-5.81766020040248	-5.79875100749681	-5.47293149346958	-7.72905728613834	-5.02112220729543	-5.85833733589137	-5.72216001564606	-5.48806054824642	-5.69904729252188	-5.70675547991463	-6.4548504024591	-5.47977926124037	-5.40118841127618	-5.41687650976713	-5.49253992997566	-5.51374772646202	-5.58774288737064	-5.54366243890134	-5.29241242536407	-5.47404204636573	-5.51374772646202	-5.47293149346958	-5.40656944510576	-5.42949898241078	-5.3559150558744	-5.50250811976238	-6.16591227043625	-5.95655733158801	-6.46302744013367	-5.13352030720694	-5.39657286632221	-5.44572218858515	-7.31249084345914	-5.79611823046433	-5.89104154844995	-5.84564649452216	-5.47977926124037	-5.89690411108929	-5.45344363793015	-6.47539825657733	-5.43774582562418
HSM7J4HO	-6.54837273280797	-5.48577861950429	-5.46704934841321	-5.43330667890454	-5.74706186032468	-5.54883863010558	-5.85668178874896	-4.90843400699324	-6.0685953781861	-5.77530934736842	-5.7703303474851	-5.51646375041904	-7.58154120706552	-4.95580301157206	-5.74701490271031	-6.03309092909507	-5.46667752937533	-5.71397725799228	-5.65106830353332	-6.37341013090581	-5.45928783224327	-5.32508761218858	-5.39897524387547	-5.53380772918454	-5.54385065189874	-5.54762068914594	-5.48521514737395	-5.36104837683805	-5.39758254546104	-5.54385065189874	-5.51646375041904	-5.44471769274799	-5.46298239925925	-5.40453388171331	-5.4780118820943	-6.06535796562084	-5.88065760348541	-6.50407036920091	-5.21496948261001	-5.48339666445284	-5.44630328303022	-6.95270466873431	-5.87975044117136	-5.93316773260739	-5.81442428610972	-5.45928783224327	-5.93663212136093	-5.36403956641168	-6.48481151121072	-5.47474517199113
HSM7J4HQ	-7.09471452845218	-5.50864512169463	-5.57202279177822	-5.46134833018184	-5.76222052909965	-5.59709411647393	-5.73126047255115	-5.1970068402211	-5.96643506301391	-5.77376109965622	-5.77552367902865	-5.42635439393752	-7.37832175179573	-4.83066447567518	-5.54427502012636	-6.43210870692679	-5.42609313397053	-5.74155599920749	-5.5955061896184	-6.47024286995285	-5.58187488420294	-5.45125532000447	-5.25859790967802	-5.43951885987008	-5.47214070529652	-5.42237061015933	-5.4834207043675	-5.40546096539103	-5.37144417510829	-5.47214070529652	-5.4369306074532	-5.36075641507672	-5.36130476228092	-5.4182290402407	-5.37014046036686	-6.19612248330178	-5.79415847422198	-7.1325092116427	-5.20261962254594	-5.52134842577264	-5.30267455996285	-7.17897024859535	-5.94912564502394	-6.45714028696424	-5.67850346486951	-5.58187488420294	-5.68956228097873	-5.3241551897796	-6.37984413210996	-5.44081064828476
HSM7J4HS	-6.00866830413349	-5.50956532559355	-5.35847573686023	-5.48984078660639	-5.77348184274565	-5.49785620606425	-6.20424864396847	-5.00204181693239	-6.37889279298604	-5.8371628047655	-5.84003174916122	-5.49224873984649	-7.00305783617591	-4.97633720806408	-5.68640744600145	-5.66591519926613	-5.51830897917333	-5.71256324504036	-5.50840529651422	-6.72865546623888	-5.41922297305744	-5.46118602960444	-5.55834569062548	-5.50876264791959	-5.46615323868405	-5.54679626941153	-5.54590342046655	-5.31171963145787	-5.49881020676643	-5.46615323868405	-5.49224873984649	-5.3161116695891	-5.36196161127826	-5.4761293707751	-5.46437353496995	-6.03400213545363	-6.02259087686245	-6.98769479437945	-5.11153498499746	-5.49659187230117	-5.4519604971153	-6.84771312027082	-5.71826732686956	-5.71438952023607	-6.1890730461702	-5.41922297305744	-6.20922048883212	-5.45431573803083	-6.30119034366607	-5.38174899889117
HSM7J4HU	-7.09963348714018	-5.5430624395442	-5.87002735912814	-5.33493117891011	-5.58793115673809	-5.85602642392107	-5.8352110507032	-5.31247009045408	-5.72905185578753	-5.59226369768527	-5.58132597225903	-5.47534114706261	-6.45212660531372	-4.93781629602788	-5.49617641645233	-5.48944065598889	-5.35392502360773	-5.58413896841059	-5.56482803667828	-6.56458093125795	-5.55084351829016	-5.41785524000198	-5.28064103247956	-5.62699393250035	-5.62936877832957	-5.51010708022036	-5.89105917505881	-5.47852949476515	-5.50357883378156	-5.62936877832957	-5.43998128328071	-5.46141643881697	-5.4241724994403	-5.34120264906077	-5.42124088798224	-6.09603062818639	-5.52441749189238	-6.9563883649397	-5.21430876422006	-5.29669474512271	-5.36057226397125	-8.15306230633615	-6.03707005981291	-6.35382473906554	-5.74006573267662	-5.55084351829016	-5.66713182829484	-5.46108188467294	-6.44478993870129	-5.44895109410506
HSM7J4HW	-6.4423120227879	-5.62096241631601	-5.84108911532962	-5.34235642363282	-5.69938006854742	-5.8519719850807	-5.86821970595428	-4.88964537870102	-5.56171869649414	-5.48253949929766	-5.60266672162454	-5.41930572113049	-6.99348174111494	-5.1865848933486	-5.45782626710733	-5.59692470437167	-5.35920064749795	-5.69521300255501	-5.5635447578458	-6.67710086984751	-5.43180666556813	-5.25375150385356	-5.33522554413036	-5.41119173575049	-5.4099293831003	-5.67338710065957	-6.01416564445596	-5.50355353496174	-5.83999997553161	-5.4099293831003	-5.44058907425687	-5.43299745214521	-5.41854257289864	-5.37828035322498	-5.55940997807223	-6.19947610720167	-5.85442612685998	-6.4576208652038	-5.28663736661878	-5.33414103432025	-5.56535469065453	-9.08644597245547	-5.74780808337191	-6.54464903552769	-5.80950985431389	-5.43180666556813	-5.64985522704983	-5.69839683351609	-6.04816871690017	-5.40561723054007
HSM7J4HY	-6.79327384250776	-5.79710830014638	-6.33629971291054	-5.3882790563859	-5.70091079445783	-6.27272623083015	-6.21114831339957	-4.96860035854608	-5.44729820518094	-5.4640145968453	-5.57033294073415	-5.41365753603714	-7.06973578146831	-5.31607006148337	-5.28688313360539	-5.48865883974346	-5.36167350243515	-5.69186724789695	-5.44929690494652	-7.25931919315103	-5.30957092779446	-5.38301217603039	-5.20075585619919	-5.36457397968567	-5.35540158973917	-5.80437188271211	-5.61205562661762	-5.44027409040753	-5.93337838696844	-5.35540158973917	-5.37930671023426	-5.41744413936812	-5.3938091804099	-5.28099009372797	-5.40264606897872	-6.01793312661099	-5.62019551558667	-7.44332312030772	-5.2635976880023	-5.35331787531163	-5.64038822672206	-8.23537367638365	-5.85472568881599	-6.28804145967395	-6.14800273263809	-5.30957092779446	-5.62854425685729	-5.43089844267153	-5.88216222678977	-5.4641369759929
HSM7J4I3	-6.69750604115094	-5.5523042870955	-5.78683452750375	-5.41666698391056	-5.6703130585606	-5.73370619253615	-6.10499872401212	-4.8308545605389	-5.53609065424195	-5.51493335296717	-5.6025984008817	-5.41241111278754	-6.65996689906421	-5.04175446104557	-5.47256841618509	-5.66577612680859	-5.47647344309716	-5.6696112740456	-5.62930288789714	-7.05547688831881	-5.48552537999969	-5.34092442611972	-5.24401919446315	-5.44361284574779	-5.42799721061281	-5.57577405128545	-5.57362881403324	-5.41195401552562	-5.76252676457244	-5.42799721061281	-5.40597834398288	-5.40512263224871	-5.38690140402899	-5.37480966557248	-5.40428550841483	-6.46584081473864	-5.5763239547663	-7.71459070774821	-5.2660148129366	-5.38005780809404	-5.47071181533034	-7.82417508019113	-6.15897623427024	-6.83353538362668	-6.02855942048533	-5.48552537999969	-5.62055639093138	-5.47197815863007	-6.12453833793756	-5.46802857031449
HSM7J4I5	-6.55447036849294	-5.78805112433343	-5.87302391883524	-5.36312226276916	-5.66423340251637	-5.88781049203968	-5.9614472197848	-4.99520224640807	-5.56316318411288	-5.59963984097192	-5.64032142334839	-5.39970374546895	-6.60998814783361	-5.32214085238849	-5.48148738870748	-5.55181271549017	-5.38572958026085	-5.66842813234837	-5.59137185709136	-6.59167511346959	-5.40297606828756	-5.33996624549072	-5.22867487821599	-5.4127991071827	-5.42415595713876	-5.69374739825749	-5.73937270266183	-5.45185008670909	-5.9332555813034	-5.42415595713876	-5.40467718013613	-5.41929145467599	-5.39927310783906	-5.29712038977355	-5.54485713385173	-6.16079054085466	-5.75531134297906	-6.61685761589585	-5.25076128980239	-5.30782040796716	-5.55708357500485	-8.74831810743372	-5.70945044551373	-6.4692911877024	-5.89782946412064	-5.40297606828756	-5.6001414298656	-5.6664392610589	-6.10043111855963	-5.41104677050301
HSM7J4I7	-6.55182101105493	-5.6308584775524	-5.94356018956756	-5.3259874224052	-5.61613538390087	-5.95322827575594	-5.88915676229651	-4.95729276632091	-5.75435492106829	-5.47400811976112	-5.57132735459257	-5.40904713447752	-7.18731352650213	-5.24711476015407	-5.56393014869252	-5.61648150377743	-5.34572532296652	-5.61914028550561	-5.58841835751442	-6.72386066659262	-5.42901261481871	-5.31927886671064	-5.2954391251398	-5.40321437814152	-5.40706034185854	-5.59097575418146	-6.02048053163898	-5.49379833049439	-5.78770519481997	-5.40706034185854	-5.41836153558367	-5.41782484879864	-5.39443112003471	-5.36040590813453	-5.63844138228326	-5.99078012361227	-5.84727911173568	-6.63786434568748	-5.25275032794386	-5.30494424383083	-5.48760008994731	-8.32058424764297	-5.77164561644599	-6.24296295477156	-5.84065380635026	-5.42901261481871	-5.60047953809086	-5.72643800289213	-6.02151267488461	-5.38860725630863
HSM7J4I9	-6.39812275719137	-5.55292224329016	-5.75548962479217	-5.37567084696189	-5.72223348829227	-5.78819047490994	-5.90853261184332	-4.94433288486439	-5.84823498537678	-5.44555013754348	-5.62248374947801	-5.41212039961098	-6.77354046940193	-5.13368449940237	-5.46129876997928	-5.70188449604938	-5.40320914070508	-5.71633494219478	-5.50042139623939	-6.66007745979311	-5.56437912242835	-5.29693336185501	-5.29167769228903	-5.40550387689586	-5.39365889613389	-5.47920082850927	-6.31079762204271	-5.5131909260097	-5.7270749386614	-5.39365889613389	-5.42987044913971	-5.38692346290659	-5.38685149090939	-5.35864197796656	-5.80611524531447	-6.06288219551454	-6.02241430286959	-6.64304403990256	-5.22533072411378	-5.26174185957008	-5.39686054663365	-8.28167714642584	-5.77442607154194	-6.35972669906632	-5.88259376207115	-5.56437912242835	-5.61799954040134	-5.71935122691657	-6.0057799003977	-5.38055477393018
HSM7J4IC	-6.65695954603795	-5.60479964799984	-5.72896736603581	-5.47310677787766	-5.63457564987538	-5.74476802054822	-6.00159965760108	-4.41241589346068	-5.46752006021959	-5.55728996671699	-5.58802314427155	-5.50583785268154	-6.66200873885585	-5.46177225709998	-5.49831586052832	-5.76351062577109	-5.37312897778611	-5.62201768135932	-5.43920316970266	-6.43542931178378	-5.43318635162523	-5.29783263769119	-5.4048392005409	-5.52050113145032	-5.52735824766554	-5.87815832980041	-5.92289414286896	-5.45892156631658	-5.95193879476676	-5.52735824766554	-5.46678355959224	-5.48654676927573	-5.47102112035395	-5.46272809155342	-5.57498013883053	-5.96578819910698	-5.69253146624861	-6.56090779605984	-5.27283947478414	-5.4413976323351	-5.72037049523718	-8.04199626570701	-5.86285451060223	-6.18955330409966	-5.96835726193906	-5.43318635162523	-5.72179910338284	-5.55028251247459	-5.86562183757228	-5.49019414313485
HSM7J4IO	-5.77237891797213	-5.35066424673067	-5.32721434984228	-5.3614587617224	-5.64728896258317	-5.44719267181683	-6.33515441044227	-5.00371376220472	-6.06922553698432	-5.69731803450295	-5.68374024374014	-5.36013828210864	-6.67948031758341	-4.92558735498617	-6.02474463227689	-6.22321925275447	-5.43351227023796	-5.59679957482817	-5.68306453227556	-7.79007226333764	-5.56426862960492	-5.01421367626032	-5.48776006236635	-5.26723882827866	-5.26844231085386	-6.12844980857783	-5.36735899572602	-5.32111411771041	-5.7084869973402	-5.26844231085386	-5.36013828210864	-5.31978904753537	-5.3271010524875	-5.30504704740019	-5.55959638537073	-6.4276173371332	-6.4405841486472	-6.81796639265249	-5.10689559035605	-5.27279756201666	-5.98989420495835	-8.26673450438662	-5.83583931754273	-5.33029997130565	-6.27821102091397	-5.56426862960492	-6.7044477741363	-5.57443486591508	-6.63130131898362	-5.27587072916336
HSM7J4IP	-6.10693522711733	-5.5670541164399	-5.66597802931891	-5.48099070522366	-5.71349895894953	-5.72715525928114	-5.98809434038133	-4.47775347850053	-5.41856068766015	-5.59874735567643	-5.65816310793752	-5.50662219503583	-6.1697336084134	-5.57070471558707	-5.70256171790437	-5.62088990581507	-5.47756995264997	-5.67094450509394	-5.66144924091146	-6.18428698015597	-5.56989346312881	-5.3283756903453	-5.27351921159873	-5.63840425207927	-5.6921480758683	-5.954057031254	-6.11078040399905	-5.42181529944124	-5.86905512848071	-5.6921480758683	-5.46540931426791	-5.47609258605685	-5.47294281372742	-5.33259418800885	-5.42096807298253	-6.05100058881274	-5.60751982235649	-6.42054143895217	-5.23290160663181	-5.38780981301352	-5.7982040189426	-6.85247519549513	-5.78888750050662	-6.10649657759631	-5.91308998546741	-5.56989346312881	-5.9865551108055	-5.57438955303463	-5.89877110522045	-5.48054594967093
HSM7J4IQ	-6.01241129596669	-5.5362962165587	-5.72032602032786	-5.44413566922482	-5.72203268028549	-5.75771106329523	-5.95518910893978	-4.44994234238561	-5.42293261634341	-5.68001908137424	-5.69045857376709	-5.48666171967093	-6.27387925698517	-5.51322789164914	-5.65457856490713	-5.53401407819299	-5.50957345299288	-5.68912341775954	-5.60751774212938	-6.47496413283205	-5.51561697694904	-5.34759677576576	-5.38066639105261	-5.60448525296295	-5.65006944967542	-5.8083272578063	-6.26432257300874	-5.37198555938409	-5.78965232293729	-5.65006944967542	-5.44914710026556	-5.48598105227532	-5.46518639101229	-5.48444303779598	-5.52396969398924	-6.13960571842927	-5.59586860915743	-6.29607770346844	-5.27285819330839	-5.36135409117387	-5.69884825475812	-7.02583646104448	-5.75652670820627	-6.25867371877175	-5.88804371227981	-5.51561697694904	-5.79835222211939	-5.53661494166912	-5.9743366878088	-5.52680575441751
HSM7J4IR	-6.01794037954423	-5.61251178270039	-5.61399587017455	-5.40367329344932	-5.68786466731118	-5.66580068096674	-6.01790502661307	-4.4989656160578	-5.41680464194893	-5.63304626726066	-5.65343389920662	-5.51381499690525	-6.23042753678993	-5.46405242541733	-5.58626567556591	-5.53991704034657	-5.44230251601382	-5.64697171432356	-5.57395796183376	-6.25869827238808	-5.52053247338894	-5.30060357829003	-5.2904105801325	-5.60240044494354	-5.65014243526467	-5.91206883803168	-5.96823605234684	-5.39541904434694	-5.95294227924314	-5.65014243526467	-5.4842465882846	-5.52204303276844	-5.48210605976418	-5.34490881019917	-5.47825483973706	-6.25922352689148	-5.75953458053457	-6.46249137585939	-5.24117058212157	-5.40023294475702	-5.78622824288909	-7.22703741464316	-5.72460369954398	-6.42930076850659	-5.93747453975751	-5.52053247338894	-5.91793306820461	-5.55689580477373	-6.05848438804453	-5.4773969351451
