feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6151..S.adenosyl.L.methionine.cycle.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.6168..flavin.biosynthesis.III..fungi.	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6700..queuosine.biosynthesis	PWY.6897..thiamin.salvage.II	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7242..D.fructuronate.degradation	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	TRNA.CHARGING.PWY..tRNA.charging
CSM7KOKH_P	-6.95029415929802	-5.59910867616727	-6.18175071838256	-5.43785660709248	-5.67842605145484	-6.10189104094539	-6.17143352180872	-4.75056139741693	-5.57479536905516	-5.57523474096049	-5.63992546180424	-5.34019398078467	-6.96769901339186	-5.05744810940475	-5.40141805553772	-5.55091069377971	-5.39097255377982	-5.71483952858624	-5.49189807739552	-7.67538401897403	-5.27585856743226	-5.39633573854691	-5.1866844999125	-5.42747084015702	-5.36436145340184	-5.51439647572738	-5.80213372800867	-5.43267999758385	-5.70840738009526	-5.36436145340184	-5.32802392664335	-5.33915186741035	-5.28474239311437	-5.25956720286224	-5.3768546531194	-6.67849148170896	-5.57493891149516	-7.67581313762877	-5.30495765306734	-5.33954349549342	-5.41568220977667	-8.13269547342611	-6.34875146134798	-7.13426123740075	-6.07345401057286	-5.27585856743226	-5.52449269911162	-5.47084152082255	-6.25965460152932	-5.42010631782118
CSM7KOKJ	-7.29053119824926	-5.76625697605046	-5.58793384706601	-5.50521229055514	-5.71809860283347	-5.57700553964818	-5.8381505273007	-4.94435231154978	-5.83979159650556	-5.78151626708271	-5.76115135466817	-5.35023217632614	-6.98962532557604	-4.94585230312791	-5.57465770825962	-5.86301331094377	-5.43172007856448	-5.67835444200889	-5.64201462392741	-6.28444673064015	-5.4800821700946	-5.45269590615371	-5.25464376697111	-5.40282622360225	-5.40300913670942	-5.62747244620443	-5.47887750184923	-5.42864933411923	-5.62113854981264	-5.40300913670942	-5.40502914035779	-5.35865362558001	-5.32312270052723	-5.28000182610676	-5.42509296301981	-6.28172975665393	-5.85569076361416	-7.21490419766209	-5.21503659829468	-5.41424973045393	-5.48821626696114	-7.07681590043277	-6.13901442842528	-6.50450283670402	-5.74976913472056	-5.4800821700946	-5.76398420616383	-5.43181829324203	-6.37007948172168	-5.46379964276595
CSM7KOKL_P	-6.55033659763196	-5.61045503230713	-5.91637545107432	-5.53607062002246	-5.73230876479684	-5.88726801162275	-5.86711356190461	-4.62243187099529	-5.65884595805281	-5.60762163939082	-5.69544703915735	-5.44064195563263	-6.53399126244805	-5.08396219737944	-5.45194297267725	-5.60584375795858	-5.47874901040762	-5.75416226100534	-5.57633099663692	-7.08528082984008	-5.28762576952568	-5.45149804230381	-5.25608303455542	-5.51625404318166	-5.40115686372976	-5.60144551942719	-6.03004098145426	-5.45364911744507	-5.65158714794899	-5.40115686372976	-5.43315135308618	-5.42575253330539	-5.36796800863342	-5.34667502683919	-5.6321179623936	-6.51041286591099	-5.61813450567981	-6.68637691281648	-5.21386569193841	-5.3966110068339	-5.51961496088872	-8.46625704353313	-6.12754164009588	-6.92495672900385	-5.8000099532737	-5.28762576952568	-5.55264478898745	-5.4569881745382	-6.13084023345614	-5.42860602086518
CSM7KOKN	-6.65137917725744	-5.61070433926194	-5.82410607887044	-5.46184166683692	-5.70653035594368	-5.786705259966	-5.98042309991049	-4.9305112120901	-5.68186256754	-5.66064998811794	-5.69401266045278	-5.3551128486477	-6.7496765003415	-5.03053602431636	-5.46082130946383	-5.65762827363048	-5.49124785387709	-5.72388851298973	-5.57222157327344	-6.83045256805678	-5.32306198930162	-5.32472935709316	-5.31565524954423	-5.40759167041633	-5.4234291883769	-5.59646347472528	-5.644784406685	-5.35246959557536	-5.66077053636423	-5.4234291883769	-5.35106467514257	-5.40652051350818	-5.3491662540348	-5.41087328236654	-5.47211818400164	-6.6280193328949	-5.66049931697347	-7.13916742622375	-5.23434905338567	-5.32387306172826	-5.49130479881751	-7.75505234560401	-6.13612646362135	-7.03985640889902	-5.85474608100332	-5.32306198930162	-5.59598074632887	-5.44210770518843	-6.3057922312581	-5.47458289635705
CSM7KOKP_P	-7.10595548858148	-5.74656791637587	-5.93757155317786	-5.44947801274149	-5.69755117891589	-5.88188730903707	-5.86994230024959	-4.85045939741536	-5.7236803847131	-5.62343873374876	-5.66291995312563	-5.43106060562643	-7.15712635103305	-4.88159214325489	-5.50440715497868	-5.54478429775928	-5.38814071266757	-5.72518200497577	-5.57096429899308	-7.06601069122959	-5.36912922670104	-5.3771571810451	-5.20181743772461	-5.42564063837408	-5.40871611915238	-5.49666022254926	-5.71661461913682	-5.48618155301346	-5.56070522867457	-5.40871611915238	-5.45196226013515	-5.42764435739674	-5.38387717133481	-5.26341368142924	-5.50646766427683	-6.49255160470651	-5.74316025414853	-7.27514394141171	-5.23580308679561	-5.38848302561857	-5.36181350760439	-8.89217382110415	-6.08148665684218	-6.89920253614419	-5.75948799696252	-5.36912922670104	-5.52286595050315	-5.46361381641531	-6.21955690112351	-5.38400088423434
CSM7KOKR	-6.28192132721446	-5.60112249072775	-5.64232944126834	-5.53103345776756	-5.7176854290647	-5.649729068447	-5.87154588566761	-5.25912267870043	-5.51957573399284	-5.69112153435551	-5.70733384353821	-5.4767239953879	-6.2046289096985	-5.12614824077886	-5.6020075657873	-5.85097324161607	-5.58698961906211	-5.66886316296549	-5.64448299734972	-6.15191385304449	-5.49016190218912	-5.34206176250157	-5.28246242529895	-5.50400077063791	-5.51021322032992	-5.7055054898164	-5.64761462545149	-5.51052191865333	-5.75653632040294	-5.51021322032992	-5.4440855084866	-5.43801962623076	-5.44425802957355	-5.29497533949904	-5.44956921343099	-6.03079299116385	-5.67355145558506	-7.08829970252909	-5.3270893072895	-5.39216742713688	-5.58325079717068	-7.40928200403481	-5.86042317459907	-6.12262734673928	-5.80015115776662	-5.49016190218912	-5.77768872731034	-5.41787753368804	-5.96248003451799	-5.44970460546822
CSM7KOKT	-6.20912944261112	-5.63148628320199	-5.81032327162235	-5.52589759072718	-5.82131620574568	-5.80750154478889	-6.04391774861122	-5.06285431310086	-5.4583265712275	-5.6456221559883	-5.7147568072156	-5.40621660742061	-6.26807569438406	-5.26336071031599	-5.44724214512297	-5.53525918023162	-5.47508970634717	-5.78702651785466	-5.58207293327321	-6.23142917369751	-5.40235068364315	-5.41317673560607	-5.20534720361532	-5.51267501615661	-5.52229993106362	-5.71183086310635	-5.63754503647446	-5.5617326704644	-6.08967960243822	-5.52229993106362	-5.35257000102326	-5.42206563919332	-5.36244541758596	-5.25716533090109	-5.46036749454944	-6.01991413390909	-5.71378734600857	-7.73009420296703	-5.33573240697109	-5.32065639884786	-5.57784174565554	-7.66380021918935	-5.94611890781862	-6.18330058541386	-5.97874802180336	-5.40235068364315	-5.59668869995587	-5.49876429478143	-5.88488956528907	-5.44711870402941
CSM7KOKZ	-6.69626426311663	-5.59328936664312	-5.98207210547717	-5.53840648904461	-5.7158528969611	-5.91380989196451	-5.97662053760938	-5.22610381247741	-5.4165297338669	-5.56693836900892	-5.64436184652589	-5.37131537614731	-6.44222046430655	-4.96234021161166	-5.47300293475995	-5.83270516617793	-5.46525684514387	-5.68762973129102	-5.52701474513205	-6.81043675433374	-5.48205428993523	-5.26481795167875	-5.20734444733991	-5.42228959035519	-5.42829062582192	-5.60931941140901	-5.63971560774137	-5.47160824141795	-5.76350441801086	-5.42829062582192	-5.37265134024549	-5.35417787919714	-5.34707951942302	-5.25887896058805	-5.40793539823777	-6.44344269831817	-5.58254087880121	-6.98740662264755	-5.26780477167049	-5.31242817663896	-5.5256974285178	-8.50887471094012	-6.17144138094792	-6.800985847196	-5.87525328130427	-5.48205428993523	-5.57861359734702	-5.44119835991916	-6.11454446439625	-5.42967263467823
CSM7KOL2	-6.56041237258389	-5.57675684834227	-5.83256888817135	-5.49932730216107	-5.72813922474601	-5.78129467198371	-5.94678115473354	-5.17218358437721	-5.47847698718802	-5.55843906473498	-5.62965342039519	-5.3913342947096	-6.36574144338932	-4.88240353100756	-5.40474194700813	-5.88064999963698	-5.49697065186875	-5.70619883657881	-5.50435879461257	-6.93396123155563	-5.49052512377468	-5.36872476430961	-5.25223603345849	-5.47048104606303	-5.48159755061165	-5.54108369387322	-5.67412750533857	-5.51926460390358	-5.76542071408795	-5.48159755061165	-5.40494757034948	-5.38720825739233	-5.362699508772	-5.25230602885136	-5.43754545530127	-6.30533149643528	-5.72715566575855	-7.37917429324759	-5.1974207367677	-5.38726864715838	-5.49208288690582	-8.16104710886426	-6.24396056106114	-6.6396276319696	-5.8803408876815	-5.49052512377468	-5.59768078155333	-5.40647955285862	-6.03017004821946	-5.42355783510134
CSM7KOL4	-6.34865018045269	-5.59853872373486	-5.75361193237669	-5.47438838429075	-5.79546560705253	-5.77172507417877	-5.83432665611919	-4.66560822310111	-5.68354273766112	-5.69981491220777	-5.74664321704488	-5.45862642921767	-6.37006713143757	-5.09003937137943	-5.55560143642944	-5.7741785761763	-5.42304922570758	-5.80430691848239	-5.66143939692491	-6.7597395366715	-5.59223474157722	-5.30713055214889	-5.26993127866715	-5.49542434457173	-5.47738007626467	-5.645575440025	-5.92325836408924	-5.48821966464886	-5.67380256863832	-5.47738007626467	-5.47860506944208	-5.45189623125333	-5.449615169788	-5.17388320523626	-5.47976091092327	-6.32676883265015	-5.65375857826721	-6.60063815302843	-5.19351598297735	-5.29964095754152	-5.49190691634109	-8.37447410726187	-5.98565812091561	-6.59989116076556	-5.76193461031561	-5.59223474157722	-5.64060679459279	-5.4959921141625	-6.17594373495774	-5.36987198874749
CSM7KOLA	-6.43539173905639	-5.65488131430457	-5.42644617377854	-5.50175347429543	-5.70961941197817	-5.48907868611502	-6.09292164643714	-4.79138886416429	-5.73045000954809	-5.81541138335407	-5.79768195917512	-5.45378894815994	-6.62512761195058	-5.04623471789402	-5.87801443219128	-5.84278670209791	-5.63281648233722	-5.64738803344505	-5.7681467228774	-6.11025451646428	-5.4855646608276	-5.23152130094488	-5.28180596110623	-5.43959047538421	-5.44926851035736	-5.5949452149939	-5.56941089978127	-5.37758451267053	-5.86039506387132	-5.44926851035736	-5.45378894815994	-5.43673374107909	-5.42969718001412	-5.26110706152278	-5.50051553679494	-6.22537003826607	-5.89068745662786	-6.81992435753416	-5.23691265813001	-5.34096365420701	-5.50443701128789	-6.96695306612318	-5.84606809828117	-6.19142283919344	-6.06037069813643	-5.4855646608276	-5.98594167267679	-5.69214527169774	-6.18374328718775	-5.3379125481111
CSM7KOLE	-6.86339500399502	-5.67873945488795	-5.58223561106974	-5.52777824629117	-5.84182701576847	-5.60139380603153	-5.78394393741421	-4.63504880197473	-5.82626369762167	-5.70390890535135	-5.75440503172137	-5.48233635137255	-6.78412669826662	-4.91945304825729	-5.69291427311982	-5.68770065479473	-5.61948957905391	-5.80579195162101	-5.64864397330681	-6.26056622065266	-5.52345397231445	-5.34111011484028	-5.21917206863657	-5.48691248559409	-5.4941429423289	-5.49878115413895	-5.72891150566673	-5.440430958035	-5.61043593091762	-5.4941429423289	-5.50007568796153	-5.46140652362891	-5.45244862321621	-5.30518859282994	-5.52044140105839	-6.22536282719833	-5.84806944531566	-6.91879960301964	-5.25912398062475	-5.35498710781252	-5.38165839185154	-7.54533580429176	-5.90426718217837	-6.430703394383	-5.73044232095626	-5.52345397231445	-5.77702881413367	-5.56406544515594	-6.16030964091933	-5.44438207018553
CSM7KOLK	-6.52752422541482	-5.66576111481154	-5.59007787521323	-5.24506356106877	-5.65112462602185	-5.7671540696018	-6.07130981182991	-4.67071699085419	-5.49598788244187	-5.69692396502457	-5.68098815822698	-5.41188465447481	-6.50527116592369	-5.32777571041515	-5.48603302974937	-5.77127813360223	-5.30307031282776	-5.64449756569274	-5.52834770094768	-6.20694985106073	-5.1886481804721	-5.13812927293367	-5.29298655318509	-5.58968039004202	-5.6030218808881	-5.78614094807506	-5.95315824416671	-5.44998341446098	-6.40964404322732	-5.6030218808881	-5.45275770747373	-5.44414695602497	-5.41592081582343	-5.15770729672358	-5.62135471286897	-6.50261617468051	-5.94543044246585	-6.66521964506491	-5.17828575154337	-5.30446169512642	-5.63101483586789	-8.43861915864565	-5.69669079150249	-6.84228690584729	-6.00384251556711	-5.1886481804721	-5.86077830728231	-5.72285551376247	-6.28873663144738	-5.27904918336029
CSM7KOLM	-6.60095349492192	-5.84409850722801	-5.84658786126777	-5.35693138705044	-5.576193445548	-5.8625715880893	-6.25442749891405	-4.66184471914622	-5.44474308575576	-5.59888288601632	-5.58980268750167	-5.36439784981658	-6.95257748026159	-5.57703900945759	-5.51007768714811	-5.79956807579582	-5.27451961905191	-5.56865724845645	-5.56860271935692	-6.25542964471514	-5.21780213902412	-5.23521483702984	-5.19197475784375	-5.48806227882152	-5.5113900477836	-5.96558246336806	-5.65790077179968	-5.48985739703304	-6.40793792339491	-5.5113900477836	-5.3373869776148	-5.394895371167	-5.3633021729889	-5.22494916703496	-5.49328273166834	-6.052614806541	-5.82941008190968	-7.00052273695753	-5.26820431193588	-5.26717229703106	-5.79636513591817	-8.6188666567068	-5.83991523118581	-6.2942024864841	-6.16680145722031	-5.21780213902412	-5.91012913355938	-5.58666655080915	-5.89074679026199	-5.35263552757424
CSM7KOLY	-5.82457149175621	-5.61228258940732	-5.59808963273776	-5.38122470587905	-5.72619348402334	-5.72144153571082	-5.85387697157321	-4.49896738538154	-5.94151823864183	-5.70718692067932	-5.7216310161851	-5.59104687064854	-6.61058897003267	-5.225325315422	-5.80668633485688	-5.79899397655295	-5.41938781863352	-5.71389373812894	-5.70170163288062	-6.23497433638484	-5.36562387491117	-5.25975393891149	-5.26741666624015	-5.68425063159153	-5.74265744372249	-5.40638704594979	-6.45651492933435	-5.35916167293588	-5.77371179573724	-5.74265744372249	-5.59104687064854	-5.58981197982603	-5.54393506538315	-5.21334298667146	-5.61088142483966	-6.12755463987135	-5.78576135360482	-6.29051707639202	-5.24506479155101	-5.27068562230868	-5.34371914976888	-8.42127415513927	-5.84862115727295	-6.21873688138008	-5.83004464940742	-5.36562387491117	-5.79000550986591	-5.79000161399109	-5.92562971687133	-5.39343135270741
CSM7KOMB	-6.11743595907445	-5.57637802004746	-5.60242405953168	-5.58181994858858	-5.78897155142301	-5.68007835614052	-5.69112127764781	-4.67371124106865	-6.07366857901055	-5.67679993384602	-5.75343811885368	-5.46766149683154	-5.81353077981557	-5.26566218854024	-5.63825433935524	-5.45558082902993	-5.73584009761925	-5.79141325299549	-5.69786386201703	-6.05515291862676	-5.40760395208533	-5.65248277877462	-5.27461536258201	-5.60744946598047	-5.67357970842424	-5.28856005841254	-5.9512809513545	-5.52704323808367	-5.74146942766854	-5.67357970842424	-5.40291007609428	-5.49173185191322	-5.44750528777801	-5.42167714305619	-5.73759509571314	-6.33778129377704	-5.73271147266276	-6.59217681626617	-5.29493887179359	-5.56108755775879	-5.23806279926598	-6.8144820045546	-5.730698303338	-6.52138833648422	-5.67948509506629	-5.40760395208533	-5.72558433814251	-5.63329119702083	-6.07909265236914	-5.53135232385676
CSM7KOMH	-7.06467093789998	-5.44025146145527	-6.30758774993361	-5.43590921955528	-5.67017352055906	-6.25998403521478	-5.97660732891196	-4.37760893183873	-5.68391712945713	-5.45541745910404	-5.56711536829523	-5.44644731278307	-7.52611424293186	-5.62729646973897	-5.60016717589988	-5.58209204627661	-5.46996819912182	-5.69950490764018	-5.61681034004316	-7.31650270816352	-5.4560747336692	-5.34831402081357	-5.26819645662134	-5.73853350496987	-5.7250793398434	-5.21086625594561	-6.89839604984578	-5.28464242486853	-5.87782264372991	-5.7250793398434	-5.41122553807581	-5.50617180884894	-5.41046704547032	-5.49317207819201	-5.46345743922558	-6.08991936748687	-5.269968693107	-6.2979729377367	-5.26819645662134	-5.1836956934136	-5.16182185961434	-7.09712134586911	-5.87392322661965	-6.24872669885249	-6.02518815870982	-5.4560747336692	-5.58205029157857	-5.53511612587361	-5.80027585733112	-5.45754338073315
CSM7KOMP	-6.44518893259911	-5.78259791098277	-5.45508650650077	-5.50275143143677	-5.56988884931616	-5.61103788858473	-5.79796170560272	-5.04508699432072	-6.00889883138252	-5.85558126610581	-5.77840416136034	-5.30426401100692	-6.73538948180622	-5.51185358067316	-5.50954279674002	-5.90504233879435	-5.35668834362679	-5.68998235110977	-5.43130096580278	-6.37014554223867	-5.44624949439801	-5.0945879805022	-5.4885363470951	-5.57912713138261	-5.42823250116671	-5.6364565283423	-5.49035431727407	-5.32815316272006	-5.96298219316381	-5.42823250116671	-5.34152002376421	-5.33697545579185	-5.28797610598872	-5.53426984599316	-5.32282422249948	-6.24818236936667	-5.91655608796727	-6.20452825812376	-5.17915041901745	-5.26663335300892	-5.44395942276629	-7.64629748922326	-5.83252928613717	-6.34817762148343	-5.88151391584725	-5.44624949439801	-6.1616509910623	-5.72253672886381	-6.34527258449863	-5.38019757377363
CSM7KOMR_P	-6.21797893074538	-5.66426854742212	-5.37295462815415	-5.44956428112528	-5.44905729601014	-5.47399632840239	-5.84481451335229	-5.28982373817096	-6.06974182863257	-5.94460133278752	-5.77988097962186	-5.23269976988003	-7.22456345518273	-5.16106903391007	-5.7615098152841	-5.8431967575717	-5.35618997939679	-5.57124019896085	-5.56191833416469	-6.99114403246775	-5.6363018538914	-5.0536497832494	-5.51807472002495	-5.4227046329586	-5.38793380729841	-5.6055007791072	-5.55414822234504	-5.33350891047528	-5.86069980078115	-5.38793380729841	-5.23957839294242	-5.22189627092414	-5.19902188970346	-5.65357349937227	-5.50500080095223	-6.29211281016636	-6.22051370076538	-6.29422426766259	-5.09990313302983	-5.258807813324	-5.49125356753117	-7.99007528771245	-5.76399929342438	-6.1073051508571	-5.88711903626932	-5.6363018538914	-6.12236536231694	-5.73690255734117	-6.32992023349149	-5.29450278662058
CSM7KOMT	-6.63619987047617	-5.74346580040144	-5.372074849008	-5.4417318585544	-5.53376703277483	-5.50968962747538	-5.99323869249832	-5.01900422911679	-5.99133000477214	-6.00139262540863	-5.84962670852574	-5.33175213590895	-6.99435781196105	-5.29423440014298	-5.59442925817058	-6.04118691748137	-5.38084691291374	-5.60871143965876	-5.46980062588608	-6.75100568625525	-5.49917893098653	-5.02508424362126	-5.51797084611873	-5.5010177717972	-5.3964299944648	-5.94303701083189	-5.44040004548832	-5.29309914071982	-5.89817559167565	-5.3964299944648	-5.34651232579293	-5.33771827586951	-5.30196491115784	-5.36111822599181	-5.30970066376414	-6.1802479090502	-5.9221265856629	-6.24313108981712	-5.07601661381722	-5.19862629614302	-5.79018112081263	-7.51449544595323	-5.78741732664329	-6.03461756049218	-5.96295282915715	-5.49917893098653	-6.22198429999017	-5.78866494527448	-6.26197444348148	-5.31499383026301
CSM7KOMV_P	-6.39653452214391	-5.65897517292342	-5.4638788731257	-5.45888756865902	-5.54253009485207	-5.59069183112755	-5.86123039338351	-5.02323425200701	-5.68732321816572	-5.72991088579253	-5.70636706279146	-5.32412182491879	-6.45133334332195	-5.53443997042759	-5.59187783184278	-5.87738739325728	-5.42529848271509	-5.6414661009787	-5.50969875056077	-6.18410213925188	-5.54594982803559	-5.18460201340272	-5.41736539736768	-5.62781671881522	-5.42134199024902	-5.82900267107491	-5.66801236372085	-5.3705975487179	-5.95232433611622	-5.42134199024902	-5.35837629863612	-5.3644186265628	-5.30616771108305	-5.42705398918802	-5.32240028097033	-6.3322440443848	-5.7727538770717	-6.36892645916786	-5.16099729173589	-5.32609419187083	-5.71583740490268	-7.50607720741908	-5.77951715970496	-6.49468879268646	-5.80624972710205	-5.54594982803559	-6.07174785254967	-5.68616257096494	-6.09808655609572	-5.37657114811044
CSM7KOMX	-6.41858376631042	-5.73392206102775	-5.61220880538061	-5.41514348731105	-5.68857135104763	-5.6472763956586	-5.97215826552803	-4.94077924251952	-5.58032260752443	-5.65186004788473	-5.67371838404261	-5.41032274692459	-6.42300109041651	-5.26061960231112	-5.57921765984187	-5.68345132202615	-5.40651007134559	-5.65824616662002	-5.60524072880397	-6.64705586415495	-5.62682647867346	-5.36021894047425	-5.33640918961833	-5.46697077870019	-5.46863264183959	-5.90795286199969	-5.48648151910756	-5.48886738245963	-5.79801230113644	-5.46863264183959	-5.39590393171065	-5.37096863860387	-5.38418011508406	-5.28259305107247	-5.47969764841871	-5.96749258103367	-5.73716938208598	-7.03146063294199	-5.1929853497011	-5.40321946995045	-5.70203552576666	-7.68073783285449	-5.84130634158316	-6.10589910431857	-5.84871343084415	-5.62682647867346	-5.80050773099161	-5.50971740172093	-5.99544432799873	-5.43630304080156
CSM7KOMZ	-6.61642482465292	-5.65364105337297	-5.61583638451997	-5.37575116006321	-5.65070461251901	-5.64655264040072	-5.9542352257562	-4.7881711347818	-5.62804902863713	-5.64802922080444	-5.66030358030401	-5.47067661601673	-6.76618055839444	-5.23194026418269	-5.65848068469301	-5.77701527802854	-5.59344634496206	-5.63952916609507	-5.64598600445072	-6.53194467773093	-5.56427074329587	-5.25482400139234	-5.35675559015821	-5.44791355670701	-5.43323929479912	-5.70977712368065	-5.64701295823314	-5.55812577838824	-5.75381548337046	-5.43323929479912	-5.42524630465552	-5.37690551296521	-5.40050937510258	-5.27199053437107	-5.31150390302901	-6.0505888617383	-5.74948300728919	-6.76435514082777	-5.29028759320046	-5.52272744557171	-5.56951137641654	-7.67088722246298	-5.92252564961343	-6.19852930878877	-5.89342407036753	-5.56427074329587	-5.77384189042044	-5.48841208153707	-5.9909683838434	-5.43516316862658
CSM7KON2	-6.33940643609459	-5.69342419516528	-5.45199615756596	-5.37477581930141	-5.61355111122562	-5.55816344435849	-6.12073087642153	-5.04691709445788	-5.62052935237206	-5.77800340373089	-5.73527875188474	-5.47354094177347	-6.74039061172306	-5.06390123366681	-5.82678762393601	-5.7880525424049	-5.60843626864142	-5.53745401150692	-5.65419979563422	-6.11900580370833	-5.528477828293	-5.19546837560383	-5.39095420756464	-5.45523848352658	-5.47305823326511	-5.59225440981668	-5.65084493606306	-5.45228406942795	-5.68545233252175	-5.47305823326511	-5.47354094177347	-5.36421380878078	-5.39474157950028	-5.23267089337777	-5.44195837784546	-6.15729425198953	-5.84691018862736	-7.09951773096487	-5.11073725082296	-5.53399858789951	-5.4881363153383	-6.83272367850546	-5.84789387196994	-6.15615694436992	-6.09258372909356	-5.528477828293	-6.08179929050452	-5.5750724503304	-6.3128004641246	-5.37454744927083
CSM7KON8	-6.22132522102889	-5.6076704261473	-5.52414758559534	-5.47814769665139	-5.69504415098741	-5.59589576333631	-6.02799848436119	-4.92869999607636	-5.58082592467356	-5.75982638870048	-5.75155338107544	-5.49068321066599	-6.49893278970425	-5.15017670981116	-5.72098413372115	-5.74114083745991	-5.56654197584036	-5.62852837016241	-5.67082692907886	-6.07610829368212	-5.49069972890849	-5.27308523442161	-5.41490802020897	-5.51953630472948	-5.51267709096536	-5.67818192859654	-5.59427624995733	-5.50107744349754	-5.64019238522525	-5.51267709096536	-5.48257580129544	-5.40728605927384	-5.43309941056474	-5.25146246498624	-5.48369646115865	-6.1781707250087	-5.78408749800469	-6.91986326486228	-5.20051031516119	-5.4509316455307	-5.55029974975051	-7.19200609407998	-5.79755130137625	-6.25615816257258	-5.98149242807724	-5.49069972890849	-5.9514509400735	-5.51412019556552	-6.08863441167989	-5.41116391317728
CSM7KONA	-6.32133852716707	-5.71426036444403	-5.66051420104845	-5.66133960993868	-5.60582338856785	-5.69713623150246	-6.07356744256333	-4.93710390914453	-5.6619308733997	-5.49072809139393	-5.57176061228504	-5.29192063694297	-8.6932890504494	-5.51836275957682	-5.35481330420122	-6.22576631039443	-5.49680029815677	-5.71914404609841	-5.42954820961729	-7.06844702123769	-5.33148660968698	-5.35477380147019	-5.48504878778534	-5.42116040000656	-5.34265422566845	-5.76771788747961	-5.58814804545936	-5.39195424558349	-5.83520829910736	-5.34265422566845	-5.23545449512777	-5.23522540385081	-5.22577353504979	-5.50726021932698	-5.03444485115158	-6.65599017526235	-5.62526094620137	-6.60139241124755	-5.27479649261917	-5.18005812461622	-5.72739032780402	-9.23524576604684	-6.08252798608308	-7.05838903774174	-5.94875513208492	-5.33148660968698	-5.53681100516001	-5.25172171829288	-6.40153975396674	-5.32603960152382
CSM7KONK	-7.35665376116962	-5.82689148683571	-6.4457970243091	-5.49238560589763	-5.21711320155123	-6.34478891144933	-6.76665810228275	-4.77388367060736	-5.71254961465304	-6.59259107636863	-6.022855751764	-4.89702439015477	-8.45251369861329	-5.18966749677921	-5.32321789565464	-6.56773434684564	-5.23962103830449	-6.3109309820265	-5.25166431271727	-8.08224925324222	-4.91321623924447	-4.88689643351287	-5.61453966623945	-6.4346015197665	-5.06048331528346	-5.61936852725032	-5.05794238742848	-5.37553082972716	-6.87659742212462	-5.06048331528346	-5.00844670281915	-4.88476115009742	-4.87915520430529	-5.90513867626297	-4.81619405941314	-7.53386771202537	-5.46201856077902	-8.41994286378839	-5.07853940600056	-4.96600693076289	-5.5071687554067	-10.073017212492	-7.15849258946242	-8.12804727705377	-6.5189155847688	-4.91321623924447	-5.61884479794822	-5.12306519957316	-6.97247392699105	-5.35633973747828
