feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6151..S.adenosyl.L.methionine.cycle.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.6168..flavin.biosynthesis.III..fungi.	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6700..queuosine.biosynthesis	PWY.6897..thiamin.salvage.II	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7242..D.fructuronate.degradation	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	TRNA.CHARGING.PWY..tRNA.charging
CSM9X23N	176.243	431.201	301.509	461.478	409.593	316.942	255.324	716.227	475.558	436.776	419.044	468.881	205.981	496.49	461.558	400.896	527.808	412.792	446.005	196.123	496.311	507.815	557.344	493.599	498.134	380.068	415.545	446.369	336.836	498.134	488.574	467.844	475.693	527.871	489.573	302.659	467.007	70.435	514.021	484.225	427.131	42.9507	357.251	259.914	277.032	496.311	405.374	447.887	342.991	453.998
CSMA88CB	343.096	434.719	343.431	511.307	455.732	343.474	450.304	421.593	207.475	260.241	314.197	572.657	99.971	545.522	521.069	347.539	556.433	456.961	546.09	163.436	473.447	569.843	589.578	477.079	468.466	446.189	317.691	332.712	536.265	468.466	567.698	597.355	589.52	606.276	443.166	412.823	290.275	427.832	605.583	587.279	447.711	120.053	505.331	438.985	480.132	473.447	248.277	514.884	272.474	539.456
CSMA8M9R	260.154	368.212	364.616	422.1	354.592	359.21	327.636	731.398	371.393	372.715	363.376	430.783	191.001	527.932	384.752	298.515	436.395	356.454	383.613	262.57	434.223	489.625	479.21	395.765	383.872	338.013	335.532	406.171	308.245	383.872	419.12	418.018	436.58	497.864	389.794	223.752	315.654	237.325	550.222	480.566	382.446	58.586	320.508	174.842	356.294	434.223	347.228	386.511	268.078	461.187
CSMA9J65	189.057	350.558	357.201	388.907	305.773	351.992	351.638	564.014	330.824	370.204	333.617	403.674	191.756	562.454	351.696	354.722	385.686	298.085	345.448	207.979	380.003	401.539	453.805	394.62	389.495	432.655	284.876	390.342	329.281	389.495	393.243	390.927	403.953	416.655	414.658	175.468	303.015	264.626	458.407	420.324	459.423	60.5867	314.558	131.201	360.728	380.003	366.923	365.42	208.811	400.746
CSMAAEUA	273.613	415.081	375.765	439.05	354.391	371.897	356.561	765.317	360.28	388.105	370.878	466.275	213.069	608.862	426.021	366.638	446.238	355.9	397.622	237.408	457.856	494.732	549.337	448.469	435.848	391.4	334.117	443.679	359.707	435.848	461.251	460.931	472.263	547.691	441.595	277.834	343.96	229.712	566.089	506.146	434.782	61.9041	362.575	229.524	387.917	457.856	401.717	422.333	303.14	484.208
CSMACTZP	169.362	410.663	404.493	470.202	353.944	390.963	412.403	618.599	367.259	443.866	383.594	510.085	127.485	576.197	416.036	398.032	464.768	346.03	397.969	250.733	382.152	460.143	541.54	422.519	424.546	501.45	296.826	452.796	396.378	424.546	500.673	505.685	515.702	556.44	454.745	243.056	377.405	341.15	569.6	473.341	522.534	64.2802	378.437	198.053	417.018	382.152	378.655	429.636	241.851	497.338
CSMAE44D	181.015	293.064	350.939	409.454	358.146	340.397	346.794	694.388	327.888	377.318	369.304	442.002	137.053	577.606	384.206	304.516	444.746	362.168	368.692	236.199	419.398	500.868	513.714	420.502	422.016	369.538	320.345	406.929	311.972	422.016	436.982	438.11	446.191	539.334	394.606	195.504	322.565	223.089	562.792	453.971	414.201	62.6344	331.98	143.798	370.42	419.398	376.865	370.034	217.231	493.387
CSMAF72L	119.581	443.785	303.138	449.051	402.057	314.415	358.578	800.635	430.79	422.983	407.475	497.22	134.241	700.028	474.923	385.831	485.394	388.728	468.963	116.801	455.055	480.568	543.141	454.543	455.995	512.433	338.685	455.488	415.804	455.995	485.356	499.806	504.921	495.563	519.247	289.769	423.092	191.12	542.104	499.061	531.503	34.3844	280.588	230.651	357.811	455.055	450.457	451.333	338.779	480.265
CSMAG78W	246.787	386.548	356.144	441.743	390.893	343.814	276.448	740.477	358.513	364.051	379.046	455.181	263.619	561.673	382.864	319.591	461.728	402.325	377.807	249.57	416.758	524.157	514.231	391.518	376.234	313.186	359.353	384.972	297.912	376.234	455.776	456.913	456.121	527.72	465.943	265.976	331.201	147.376	539.452	456.737	362.866	69.3169	344.736	217.524	300.835	416.758	365.31	357.825	315.137	478.179
CSMAH393	233.589	419.316	320.989	390.673	340.042	323.371	350.911	730.811	370.805	392.595	368.303	429.311	190.053	558.658	421.393	407.254	427.858	320.613	398.859	208.116	403.921	437.841	472.61	388.995	380.386	412.995	224.148	415.8	343.073	380.386	422.918	428.671	437.842	433.18	375.105	205.534	350.659	292.244	466.581	471.652	438.838	59.7062	346.543	158.294	352.776	403.921	368.088	405.111	279.237	426.99
CSMAHYLR	219.019	349.306	295.239	388.658	326.644	289.624	271.145	721.779	311.123	346.345	342.23	423.633	200.888	545.512	375.594	323.766	461.605	330.849	338.528	216.499	388.862	467.376	469.621	376.951	362.739	272.424	312.471	347.694	241.55	362.739	429.273	420.895	430.384	473.639	361.273	209.657	330.004	155.054	516.079	472.653	323.35	50.0378	312.459	161.841	305.734	388.862	353.35	342.74	279.317	451.754
CSMAIG7X	52.6545	456.809	133.009	438.162	387.23	145.688	236.889	842.027	447.633	422.874	405.732	448.353	67.331	683.327	467.167	352.834	486.796	377.87	452.2	46.8651	480.751	477.926	541.105	438.899	438.116	502.273	345.953	448.481	414.65	438.116	446.209	442.528	448.868	527.182	494.189	301.886	467.459	62.4478	494.664	505.426	516.12	19.7554	176.133	247.152	233.28	480.751	438.304	461.479	338.169	451.921
ESM5GEXY	138.763	426.457	456.594	482.968	395.306	469.702	412.597	555.415	417.494	453.967	417.352	535.658	60.7814	807.211	427.618	291.239	475.597	398.695	427.178	289.746	506.39	550.912	628.719	505.318	505.77	521.952	533.523	536.866	554.226	505.77	525.789	541.384	564.095	609.251	560.738	277.726	450.875	165.929	647.418	516.146	575.362	111.66	345.266	227.861	428.726	506.39	469.436	559.463	195.54	531.817
ESM5GEYU_P	237.676	330.844	307.07	328.669	295.9	302.593	286.777	540.691	297.341	308.75	293.669	341.491	197.212	496.176	309.576	273.735	358.796	301.895	302.815	217.773	326.304	364.535	413.092	359.067	354.886	319.222	303.484	347.601	320.04	354.886	347.051	349.614	346.249	369.587	316.107	200.354	262.342	207.86	381.25	351.608	352.998	61.4082	287.019	176.647	304.345	326.304	255.03	325.221	216.899	353.53
ESM5GEYW_P	189.866	235.381	375.501	413.641	372.486	328.349	177.301	404.621	289.246	206.641	240.898	372.179	57.0381	476.146	244.461	243.186	314.5	374.871	323.565	131.05	330.588	425.851	300.039	345.867	343.153	261.229	312.338	378.648	217.681	343.153	319.209	387.814	377.457	483.141	404.965	182.044	248.042	92.4385	478.588	385.178	311.091	153.665	261.769	222.958	175.11	330.588	141.324	225.795	145.86	412.549
ESM5GEYX_P	217.368	343.389	341.853	399.957	304.38	306.15	229.438	431.265	259.984	239.634	254.2	376.361	150.303	443.564	291.93	270.58	365.278	313.698	310.305	202.941	350.614	413.857	362.39	304.641	297.549	273.613	323.48	351.112	280.75	297.549	374.123	383.612	381.811	484.475	400.721	185.954	337.223	158.447	481.52	431.492	305.447	84.6606	270.401	168.667	243.249	350.614	223.792	310.278	187.535	443.946
ESM5GEYY_P	163.351	262.382	263.823	236.628	210.477	253.613	218.336	439.046	217.937	225.757	214.631	269.031	139.031	364.911	244.707	245.673	249.834	211.862	245.678	142.767	246.609	296.22	313.847	261.942	277.887	255.115	165.155	280.895	207.012	277.887	273.246	265.307	271.193	276.485	256.275	163.885	202.761	178.883	289.068	268.145	269.95	71.8919	197.185	139.033	223.723	246.609	192.424	238.304	173.259	273.202
ESM5GEZ1_P	282.926	387.638	346.582	372.736	336.757	343.877	299.793	679.022	332.034	335.733	333.132	379.275	180.331	519.815	312.462	295.701	382.126	344.507	346.812	256.574	363.331	432.437	440.88	376.743	370.671	319.815	342.056	386.246	354.912	370.671	380.876	391.288	390.721	406.386	366.486	243.387	269.279	232.593	429.424	415.009	358.947	57.2485	317.193	248.772	322.879	363.331	281.938	366.538	269.904	394.522
ESM5GEZ3_P	217.437	343.09	331.156	373.826	312.208	318.851	264.16	557.492	312.164	305.515	297.567	340.53	137.226	500.697	283.937	229.193	341.153	329.632	289.645	248.38	308.195	416.77	406.341	342.155	339.45	341.807	354.764	351.372	346.778	339.45	340.53	358.285	352.718	384.072	384.08	205.844	263.002	166.799	402.919	362.561	363.655	109.794	278.515	221.963	271.449	308.195	228.485	355.869	209.206	366.384
ESM5GEZ4_P	244.194	338.463	326.463	410.221	351.096	327.656	281.528	486.367	384.503	359.699	344.26	402.091	195.246	515.778	384.645	327.165	435.008	352.651	388.708	211.087	399.773	439.004	473.064	405.175	415.15	327.433	381.695	370.058	356.681	415.15	419.444	420.527	414.749	473.204	414.343	272.41	349.981	133.179	453.088	429.33	371.071	83.0259	326.046	247.392	305.203	399.773	320.64	411.726	284.175	404.674
ESM5GEZ6_P	230.964	353.896	338.306	376.532	318.99	327.673	294.692	450.379	311.149	311.954	310.7	380.8	185.913	531.963	310.367	327.859	362.019	325.496	323.907	215.871	339.107	441.215	428.132	382.347	382.782	363.521	324.683	368.282	324.22	382.782	375.553	386.659	386.229	453.439	329.095	248.254	285.954	167.658	443.282	416.726	394.317	81.8891	305.531	228.284	304.681	339.107	299.197	331.37	252.171	385.057
ESM5GEZA_P	232.685	372.567	335.611	429.757	366.098	334.106	316.402	481.744	348.125	365.782	356.549	425.251	217.34	556.366	366.845	361.042	419.566	358.694	369.617	180.261	376.855	464.238	491.45	419.465	426.162	348.428	347.362	391.316	362.981	426.162	428.466	431.635	437.078	489.813	383.538	279.411	319.405	143.221	469.814	446.81	395.08	75.5295	329.02	240.116	338.246	376.855	336.994	379.168	278.712	413.771
ESM5ME9D_P	161.591	368.435	346.832	398.819	336.206	355.498	319.692	455.017	345.429	362.763	341.177	378.998	204.785	545.628	372.071	274.443	386.785	339.256	359.422	194.871	377.695	420.427	455.586	390.145	400.952	420.726	350.387	384.7	408.917	400.952	378.998	399.183	394.193	460.539	421.101	217.263	360.779	84.564	469.449	398.947	442.599	110.068	270.745	183.699	321.29	377.695	342.748	425.811	232.454	404.062
ESM5ME9G_P	144.106	284.181	246.443	283.967	244.403	253.976	233.632	331.681	262.293	269.645	243.508	295.161	128.964	393.545	281.627	192.392	271.786	240.125	273.97	158.682	252.212	329.88	338.971	292.219	302.85	313.555	247.628	301.144	284.857	302.85	295.161	312.054	310.779	324.291	306.504	158.606	245.003	55.2616	354.319	304.189	329.418	94.6681	190.964	124.352	236.399	252.212	238.03	294.037	189.874	304.719
ESM5ME9H_P	225.238	403.885	391.166	470.008	413.856	390.026	356.097	678.969	439.34	410.156	387.547	456.739	211.573	655.615	407.135	280.634	436.397	419.258	395.182	293.103	405.97	518.423	516.511	458.607	473.519	428.161	506.882	428.052	452.121	473.519	464	468.3	474.789	521.641	463.65	264.601	356.745	157.042	526.532	461.602	461.598	117.215	360.276	239.173	366.827	405.97	348.969	464.993	260.642	465.474
ESM5ME9U	210.116	403.875	369.558	473.88	405.249	359.514	366.803	578.619	358.41	395.167	397.581	450.257	194.158	637.352	381.944	414.322	463.068	402.307	391.558	197.954	408.414	514.555	515.336	462.071	451.229	405.715	370.744	452.886	434.006	451.229	443.743	459.355	460.322	522.008	412.597	294.153	353.827	206.871	537.39	510.684	448.349	52.4685	358.391	249.564	387.447	408.414	393.243	429.603	269.944	468.102
ESM5MEA7_P	65.788	80.1855	88.0471	84.5225	77.3898	85.7481	64.234	77.9961	52.816	81.9573	71.0161	93.0243	73.5682	120.524	68.1975	89.0201	78.5812	74.4398	72.7104	56.3513	84.0545	81.7497	101.278	90.1664	90.2069	86.7679	75.7801	87.1901	84.4174	90.2069	96.2585	92.0961	93.8297	90.5676	88.4214	55.7589	67.7481	41.6492	94.3393	90.1858	92.1796	46.182	69.0881	54.635	65.5105	84.0545	56.3391	84.0837	56.7415	97.9118
ESM5MEA9_P	185.135	264.603	245.345	280.275	250.26	248.028	142.38	316.212	264.671	262.493	254.265	307.454	168.855	290.943	255.381	270.015	278.084	258.324	228.207	152.717	277.276	323.782	325.318	282.286	290.126	157.186	276.651	281.766	194.608	290.126	309.27	305.139	311.126	306.638	303.375	166.449	221.818	86.2523	312.053	301.179	186.284	60.9153	216.331	150.612	156.428	277.276	192.274	250.859	189.244	287.313
ESM5MEAB_P	136.767	207.839	262.545	291.813	261.35	253.797	144.736	298.752	206.039	227.529	234.37	272.766	97.0721	297.732	262.463	250.524	243.013	260.239	202.267	149.222	273.893	305.479	331.072	258.53	258.266	188.495	266.841	281.506	245.798	258.266	272.163	282.833	279.58	320.134	300.749	146.719	178.997	82.7812	308.126	283.497	209.732	121.231	195.91	131.32	151.159	273.893	153.541	289.605	136.331	269.489
ESM5MEB7	142.442	255.953	384.715	412.991	391.138	395.087	182.665	1095.21	496.319	394.45	404.533	663.845	296.304	755.75	564.432	313.29	440.52	359.324	575.592	307.472	303.575	716.682	634.558	388.34	640.801	329.044	611.435	488.718	335.372	640.801	643.927	654.183	673.649	715.884	577.512	394.558	377.909	103.501	820.902	666.134	382.447	88.3488	274.317	344.971	185.597	303.575	395.745	609.514	194.477	598.736
ESM5MEB9_P	189.016	351.886	345.584	395.853	395.853	355.305	255.423	587.744	378.276	310.13	346.52	475.483	197.502	635.662	447.102	355.23	354.627	342.973	430.615	179.274	330.805	526.455	475.217	363.163	494.834	317.054	477.669	470.433	321.798	494.834	466.924	463.018	471.757	430.815	436.187	189.513	311.917	222.791	511.778	502.959	364.54	60.2807	241.864	146.187	274.193	330.805	299.315	432.512	204.491	448.925
ESM5MEBA_P	176.244	323.354	308.328	365.649	293.374	312.114	278.009	389.351	292.023	297.383	285.34	358.314	147.615	475.607	321.765	226.025	364.673	294.983	312.062	177.045	332.898	367.892	403.081	344.308	345.258	329.622	297.099	343.751	352.039	345.258	358.314	367.618	370.271	385.357	363.321	183.52	284.075	91.762	416.214	376.418	361.525	96.2482	218.167	154.952	282.395	332.898	296.931	360.443	170.702	350.183
ESM5MEBE	201.209	428.989	426.66	451.555	376.115	432.228	393.832	519.99	386.426	383.845	381.051	462.863	161.051	670.845	421.586	320.436	438.785	382.175	420.694	259.57	451.06	489.077	558.002	457.391	455.68	481.029	466.991	486.603	498.214	455.68	458.568	477.737	478.416	551.844	474.795	272.652	399.689	151.651	570.997	466.057	510.395	109.004	330.004	229.386	402.527	451.06	401.775	502.974	227.407	471.159
ESM5MEBG	229.046	436.989	422.022	465.267	383.411	432.92	401.167	545.768	438.096	416.75	396.299	469.449	212.022	690.052	451.703	289.659	472.432	386.768	443.231	255.253	442.828	529.758	540.847	480.927	475.302	501.728	440.166	491.146	499.975	475.302	456.389	481.575	483.071	523.419	507.505	259.048	429.305	163.18	559.873	491.018	530.658	117.816	330.007	211.856	410.99	442.828	406.413	521.184	245.343	495.188
ESM5MEBI	190.63	491.435	397.355	450.008	383.189	408.612	371.094	539.645	424.689	416.822	400.003	473.678	260.058	653.763	453.258	398.685	480.737	383.07	451.02	211.617	453.404	500.835	534.317	460.551	468.786	495.592	378.324	483.791	438.999	468.786	469.968	489.541	485.117	508.955	490.118	273.934	434.2	151.177	560.958	476.932	518.799	69.7826	310.726	232.738	374.417	453.404	418.754	460.349	314.808	472.958
ESM5MEBP_P	84.9513	140.479	151.017	159.813	134.776	146.755	115.859	231.02	129.377	127.884	128.245	156.341	56.923	218.757	124.649	105.281	143.339	139.114	125.707	107.836	140.489	179.414	175.073	154.04	152.844	144.874	172.899	159.466	157.183	152.844	156.341	160.186	159.74	165.685	168.657	90.5168	121.452	69.1004	190.737	167.083	155.79	40.94	121.898	95.3363	120.066	140.489	113.5	159.455	88.8562	157.736
ESM5MEBS	249.636	394.741	341.218	434.386	364.88	337.879	337.081	562.451	354.34	383.843	375.98	445.302	212.587	629.6	395.276	376.554	431.045	363.352	388.66	173.811	398.863	478.926	512.419	437.331	425.15	401.959	368.106	424.906	402.587	425.15	441.813	444.034	452.034	508.436	432.932	265.712	349.639	145.459	509.274	454.272	442.995	49.5109	323.849	218.242	360.842	398.863	387.614	407.771	282.907	433.352
ESM5MEBU	260.568	396.979	373.963	437.551	368.95	366.613	358.484	587.932	365.474	397.671	387.288	453.028	252.367	650.401	386.305	396.731	438.071	367.121	388.502	199.982	431.412	472.005	522.257	460.306	454.873	396.091	376.721	441.191	392.461	454.873	439.573	444.439	460.635	504.72	400.498	260.845	349.171	185.923	528.196	512.973	445.419	56.6027	338.886	213.14	382.292	431.412	391.696	444.644	308.18	449.084
ESM5MEC3	239.857	382.115	372.706	460.637	398.824	368.311	385.112	603.537	367.81	387.447	395.105	456.524	195.497	663.167	394.059	410.856	478.011	401.926	396.559	187.765	406.979	515.038	511.274	458.599	454.591	428.818	369.1	439.712	415.009	454.591	448.152	459.349	460.68	511.346	412.657	298.762	364.889	199.573	538.46	489.612	470.706	52.4702	359.604	257.546	403.08	406.979	397.273	410.865	293.061	470.411
ESM5MEC5	233.024	329.428	292.564	399.515	319.221	296.845	310.722	557.423	363.364	369.929	349.152	421.433	186.636	625.822	359.772	356.017	424.408	312.866	348.371	137.042	379.431	432.923	490.793	419.847	411.66	430.083	372.133	402.498	388.675	411.66	420.101	414.452	429.259	478.109	423.979	249.272	356.021	147.614	488.408	410.146	453.333	31.2463	297.15	201.675	339.361	379.431	379.104	437.367	268.013	408.897
ESM5MEC7_P	175.279	323.176	247.367	319.201	280.336	256.999	224.144	481.598	306.457	291.501	283.091	331.408	173.244	441.917	312.41	273.428	323.062	276.391	307.868	118.79	306.669	337.578	384.92	320.583	336.522	313.928	279.29	320.463	290.073	336.522	332.768	327.623	337.255	383.588	313.195	206.657	263.798	119.128	366.526	361.271	341.806	55.8791	227.777	170.635	229.118	306.669	287.969	315.182	235.044	323.403
ESM5MEC9	144.085	340.021	413.188	515.537	432.786	415.652	272.964	603.342	488.531	427.605	427.881	507.011	236.813	508.131	469.069	491.626	524.729	448.665	390.95	209.065	499.935	539.623	524.555	470.971	462.244	284.843	461.135	511.246	370.472	462.244	501.591	504.19	508.707	569.526	534.569	280.788	434.984	130.489	602.63	499.09	329.208	171.877	292.428	240.341	291.191	499.935	341.382	519.535	297.452	458.991
ESM5MECL	211.9	445.842	368.598	425.299	336.765	372.812	333.769	538.308	377.138	371.208	352.057	433.414	280.535	569.301	410.795	362.497	437.613	338.556	400.603	220.889	425.667	459.046	479.772	404.641	398.863	431.815	344.815	439.456	404.941	398.863	427.266	432.183	436.819	476.42	456.683	240.229	411.121	97.2589	507.668	442.194	463.142	102.769	288.312	195.988	333.288	425.667	359.334	435.03	278.794	425.275
ESM5MECQ	210.322	467.195	498.732	462.872	383.961	492.769	422.69	556.977	393.469	378.366	376.682	496.836	122.458	732.669	379.964	377.884	431.19	394.102	397.883	350.064	468.964	539.033	577.078	489.289	485.353	511.221	521.649	527.021	474.484	485.353	490.709	503.919	528.408	551.239	521.182	290.219	375.634	248.438	632.003	487.402	544.285	151.398	380.78	276.934	433.077	468.964	385.922	498.218	259.955	495.991
ESM5MED2	163.449	277.777	392.747	396.394	380.609	408.078	160.84	1188.95	538.598	394.262	403.492	710.928	286.14	844.309	616.122	288.661	425.625	342.758	619.297	303.537	292.109	773.383	699.182	351.95	735.75	313.163	676.924	511.31	285.606	735.75	702.438	712.858	722.336	732.749	581.946	402.584	418.653	89.8318	885.359	747.323	375.206	80.2551	245.739	339.247	162.873	292.109	398.698	651.085	156.38	611.724
ESM5MEDD	227.073	368.808	420.621	534.663	428.033	414.522	304.404	868.085	439.231	447.807	437.637	508.781	237.833	568.49	489.742	437.244	506.802	434.584	435.09	264.313	447.863	563.702	510.074	459.979	455.229	344.074	393.797	465.624	360.564	455.229	505.788	513.471	514.993	485.977	443.369	278.058	388.334	179.625	571.262	546.17	393.345	73.289	396.264	227.491	310.038	447.863	391.371	444.614	314.436	499.822
ESM5MEDF	301.249	375.186	473.994	495.211	415.942	461.853	165.208	512.541	329.725	406.132	407.491	486.548	73.7781	593.874	392.236	318.062	417.806	430.952	447.31	137.795	386.326	538.315	234.189	486.618	482.14	320.479	407.607	495.937	315.269	482.14	486.548	508.751	501.808	445.22	440.359	200.277	243.975	82.8609	529.915	551.057	350.853	51.6726	381.768	285.236	162.527	386.326	266.768	370.618	191.118	511.159
ESM5MEDK	241.739	364.6	419.546	530.018	434.49	405.675	267.689	785.864	445.916	451.782	443.547	497.715	268.231	493.927	460.213	430.568	484.938	445.356	437.003	280.438	459.815	539.794	478.179	456.228	446.773	335.605	394.033	480.027	335.006	446.773	496.209	506.747	505.634	465.102	472.291	280.266	376.885	150.114	542.667	531.514	371.191	75.6198	396.637	235.527	276.117	459.815	344.869	447.919	317.326	487.885
ESM5MEDN	165.298	297.914	336.083	447.813	347.167	335.382	270.328	733.483	389.699	374.246	361.412	419.348	120.4	529.981	417.457	423.164	402.979	349.883	384.433	239.863	386.383	489.136	416.135	360.121	355.966	278.247	329.841	376.749	304.282	355.966	412.74	414.941	429.753	415.494	378.318	246.267	301.55	158.131	496.455	447.701	334.385	80.5422	352.421	214.448	270.201	386.383	301.646	364.187	221.9	426.073
ESM5MEDP_P	104.624	293.507	223.982	412.159	361.072	231.072	189.573	670.654	386.389	355.214	356.596	372.719	129.392	397.325	415.817	355.819	423.342	362.122	365.324	133.125	378.641	409.139	414.784	340.245	338.104	217.825	354.275	352.229	260.47	338.104	384.016	370.815	379.082	414.95	384.719	228.938	332.226	77.5795	398.881	411.708	254.045	40.6468	288.326	185.978	205.59	378.641	311.661	358.034	278.024	363.071
ESM5MEDU	236.599	362.62	359.127	450.198	381.858	360.903	365.792	607.582	399.92	394.175	386.154	477.514	233.957	696.104	416.575	381.645	472.179	376.497	423.562	207.859	435.861	513.86	553.271	475.615	469.945	430.65	436.732	438.423	412.391	469.945	464.931	477.995	491.259	538.906	452.788	290.226	397.051	183.216	564.108	502.918	466.571	51.6932	338.882	238.699	393.841	435.861	415.608	464.482	303.739	464.028
ESM5MEDZ_P	85.3841	219.164	200.854	194.295	179.752	204.061	177.577	258.764	183.369	196.342	184.527	222.647	118.124	289.283	206.432	170.08	218.831	182.011	197.65	107.61	219.946	246.289	257.309	205.019	204.97	216.365	189.215	220.348	224.479	204.97	222.647	231.581	230.065	233.085	236.416	115.698	184.968	45.4245	254.259	211.642	230.169	84.4015	153.114	98.7759	179.585	219.946	177.169	242.347	129.978	223.104
ESM5MEE2_P	149.065	395.319	360.414	414.74	346.27	368.543	332.625	468.093	344.476	361.614	342.644	413.096	186.831	564.477	361.137	286.165	399.784	347.101	359.664	221.892	398.641	452.984	482.186	400.493	426.044	399.594	360.901	404.468	431.025	426.044	413.096	431.683	425.87	462.608	420.912	219.543	359.994	122.767	487.737	431.861	427.826	102.803	280.887	182.743	338.448	398.641	353.168	445.497	242.446	417.913
ESM5MEE6_P	198.415	397.43	412.643	415.677	349.19	406.514	351.969	467.759	331.819	337.857	329.886	423.024	179.42	558.098	338.461	313.194	377.415	363.818	353.074	289.73	423.246	487.949	464.806	424.623	442.762	411.543	381.794	431.926	428.422	442.762	423.024	443.197	438.739	466.705	439.856	262.287	339.24	152.365	512.807	443.245	440.186	168.792	329.827	265.124	355.724	423.246	310.309	441.593	247.864	436.759
ESM5MEEJ_P	195.05	377.836	339.628	389.758	346.936	335.711	295.129	464.411	359.825	331.381	331.316	373.415	199.156	517.552	342.102	271.815	390.467	349.957	344.558	219.763	363.174	423.889	447.364	389.83	385.969	323.605	331.931	364.306	379.449	385.969	386.07	395.034	392.818	440.398	386.51	223.495	330.762	93.4109	450.057	422.048	363.159	127.889	305.261	195.066	316.578	363.174	279.141	403.208	238.565	387.726
ESM718SY	255.43	389.573	342.606	465.937	403.982	343.807	361.888	633.561	410.811	423.513	418.564	485.203	243.336	683.566	428.037	425.285	509.787	400.072	426.682	167.119	463.976	512.606	566.705	485.415	477.478	415.299	420.794	467.136	435.529	477.478	484.782	485.638	490.69	558.586	463.033	334.331	391.327	164.755	551.046	504.742	462.456	45.6094	361.949	283.157	389.298	463.976	422.443	449.585	326.065	471.817
ESM718T7	94.1754	213.136	361.093	455.714	349.752	376.642	157.668	1281.28	561.255	430.927	384.239	796.522	286.916	882.889	650.92	276.321	445.556	328.103	644.702	345.527	287.247	808.379	743.832	380.066	739.178	346.211	694.992	459.232	351.849	739.178	765.998	784.484	807.333	876.585	658.632	447.612	368.401	85.2807	967.831	777.825	406.456	100.506	241.197	372.047	158.146	287.247	433.252	698.748	125.698	628.101
ESM718T9	110.544	211.364	395.26	456.498	456.498	411.585	199.357	1230.64	600.331	364.469	428.273	900.437	283.018	964.972	752.674	308.095	477.541	356.841	736.087	271.706	288.163	916.922	839.271	357.052	852.191	284.267	803.712	625.316	288.031	852.191	891.286	884.526	904.272	883.895	745.755	471.546	507.173	137.009	992.63	902.895	354.153	61.2974	252.467	390.122	209.377	288.163	480.269	740.03	120.261	612.644
