feature	ANAEROFRUCAT.PWY..homolactic.fermentation	ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	ARO.PWY..chorismate.biosynthesis.I	COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	COA.PWY..coenzyme.A.biosynthesis.I	COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I	HISTSYN.PWY..L.histidine.biosynthesis	PANTO.PWY..phosphopantothenate.biosynthesis.I	PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria.	PWY.1042..glycolysis.IV..plant.cytosol.	PWY.2942..L.lysine.biosynthesis.III	PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I	PWY.3841..folate.transformations.II	PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	PWY.5097..L.lysine.biosynthesis.VI	PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.	PWY.5667..CDP.diacylglycerol.biosynthesis.I	PWY.5686..UMP.biosynthesis	PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	PWY.6151..S.adenosyl.L.methionine.cycle.I	PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	PWY.6168..flavin.biosynthesis.III..fungi.	PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	PWY.6609..adenine.and.adenosine.salvage.III	PWY.6700..queuosine.biosynthesis	PWY.6897..thiamin.salvage.II	PWY.7199..pyrimidine.deoxyribonucleosides.salvage	PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	PWY.7229..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.I	PWY.7242..D.fructuronate.degradation	PWY.724..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.II	PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	PWY0.1319..CDP.diacylglycerol.biosynthesis.II	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	TRNA.CHARGING.PWY..tRNA.charging
CSM5FZ3N_P	240.223	370.092	257.934	373.386	342.242	273.435	268.361	546.857	390.832	381.338	344.609	409.056	203.691	555.926	378.206	313.852	419.124	337.712	372.458	185.541	372.749	435.074	491.961	405.19	429.035	346.648	354.441	368.394	373.398	429.035	423.027	412.439	417.019	453.456	410.532	306.114	381.67	103.381	444.47	441.471	390.304	28.9015	308.123	267.643	280.364	372.749	366.488	418.314	327.82	408.924
CSM5FZ3R_P	207.585	371.624	207.435	378.537	378.537	224.823	242.526	586.728	404.815	377.463	377.996	446.207	138.835	586.49	407.68	346.453	450.275	363.001	392.927	135.576	390.177	440.258	514.102	433.027	466.489	407.322	334.684	374.502	361.327	466.489	458.157	450.666	450.276	476.39	482.042	289.231	347.641	86.4674	475.255	447.28	441.287	12.8293	296.24	241.122	249.79	390.177	387.279	407.792	318.532	430.101
CSM5FZ3T_P	167.485	356.42	178.801	320.165	312.367	190.4	217.449	573.368	332.726	316.548	317.609	377.778	10.4121	541.789	357.088	262.107	415.199	296.013	344.965	66.5941	367.187	384.889	475.084	360.091	364.309	376.33	274.702	368.348	368.783	364.309	380.138	380.523	382.905	444.789	420.505	141.372	342.192	101.782	381.672	396.045	384.759	45.5285	206.436	99.9963	223.212	367.187	355.218	388.375	196.464	357.07
CSM5FZ3V_P	227.979	414.6	222.449	432.266	420.837	236.226	242.353	801.937	408.629	431.788	423.679	471.492	140.706	497.209	455.394	423.344	484.75	409.442	434.476	182.479	428.539	431.907	541.995	418.353	437.427	394.556	395.665	407.042	359.057	437.427	486.913	471.159	476.412	523.6	492.484	345.83	400.81	167.258	479.003	487.698	421.579	28.7885	387.424	309.972	250.04	428.539	424.812	487.489	375.376	462.716
CSM5FZ3X_P	176.752	319.312	205.441	291.321	274.431	215.449	226.377	499.271	316.085	305.902	288.031	352.412	155.468	538.542	317.139	255.911	369.021	261.943	302.658	108.279	314.638	333.848	438.473	354.398	346.989	359.274	278.592	328.202	335.355	346.989	351.627	354.578	358.959	392.2	362.31	84.5568	285.945	149.203	357.748	343.197	376.061	42.3482	205.508	55.9449	237.013	314.638	315.774	341.453	136.105	342.213
CSM5FZ3Z_P	233.753	396.17	251.616	348.498	325.857	259.988	266.741	722.256	359.004	357.649	334.287	383.383	101.934	548.262	384.943	346.656	432.805	316.104	374.48	103.453	372.487	402.245	499.138	382.409	393.107	415.698	263.309	379.947	373.663	393.107	391.668	390.983	387.424	432.673	403.141	151.522	376.845	214.442	418.883	424.747	433.993	59.1333	279.735	110.502	273.825	372.487	355.754	382.088	211.942	390.095
CSM5FZ42_P	185.644	376.986	283.159	339.372	326.133	293.22	295.04	497.138	345.994	318.35	318.616	382.417	126.307	615.004	390.885	244.85	431.453	312.582	384.83	126.085	356.342	414.587	489.992	380.223	403.439	424.715	299.81	369.406	368.901	403.439	386.301	398.115	394.165	468.21	409.618	182.377	319.724	164.069	456.794	438.375	448.704	40.288	266.139	141.645	310.689	356.342	356.134	374.1	187.037	381.306
CSM5FZ44_P	176.203	391.44	186.64	328.03	327.023	199.764	243.423	577.72	372.254	338.387	331.991	399.309	104.09	569.68	376.681	305.782	448.7	311.338	364.173	71.1083	368.508	398.791	498.378	362.827	390.667	404.234	278.874	375.964	367.202	390.667	403.452	408.095	406.308	419.619	417.351	150.294	366.471	142.906	411.556	419.545	415.944	49.3883	209.099	107.988	249.607	368.508	376.019	382.232	211.337	395.115
CSM5FZ46_P	213.034	394.364	160.71	338.915	338.915	173.797	202.52	677.797	384.859	373.332	350.583	413.96	106.083	595.303	391.692	341.803	452.177	320.456	377.011	63.4976	381.873	397.794	506.34	394.287	396.801	414.946	282.697	388.99	398.68	396.801	417.966	420.62	425.292	445.897	431.098	91.4281	367.318	168.948	418.311	437.484	426.663	59.5663	224.171	59.734	205.461	381.873	391.553	410.093	152.346	408.893
CSM5FZ4A_P	118.727	342.226	230.57	468.981	400.439	245.481	200.12	579.283	456.117	454.49	413.376	470.92	110.587	490.675	485.987	422.879	496.405	400.756	455.58	130.558	451.776	475.587	524.256	433.61	442.636	342.651	445.678	440.09	292.383	442.636	488.046	466.83	484.386	499.008	509.219	288.352	428.284	71.5393	486.812	475.13	383.347	47.3632	306.081	236.887	213.697	451.776	399.629	453.575	326.199	430.725
CSM5FZ4C_P	247.279	350.784	271.949	363.859	340.9	275.523	258.266	783.47	356.518	389.19	355.175	399.842	148.36	354.543	377.487	359.378	402.373	337.343	357.676	168.715	348.753	386.9	458.814	344.824	345.155	326.442	265.839	375.175	305.341	345.155	409.522	394.187	400.505	441.438	394.606	255.321	344.11	208.879	413.656	419.809	347.625	34.6296	316.103	219.214	265.813	348.753	328.159	406.293	299.795	389.107
CSM5FZ4E_P	248.646	347.651	277.515	375.957	349.927	280.999	258.854	766.621	378.55	367.363	354.189	393.811	176.236	357.998	397.44	304.2	390.886	349.931	378.058	207.857	407.136	403.557	419.575	367.423	376.931	291.746	308.545	363.065	277.286	376.931	408.91	400.521	398.311	414.531	393.76	324.147	331.154	149.882	408.752	402.989	317.191	60.0051	281.684	309.296	270.735	407.136	314.079	357.567	330.808	383.351
CSM5FZ4G_P	279.342	379.264	360.845	403.159	363.091	344.131	295.83	784.555	400.338	357.302	353.862	413.004	295.346	476.235	369.085	352.04	397.684	375.789	373.866	232.929	427.253	463.851	425.888	374.342	378.465	311.849	325.293	397.728	329.298	378.465	420.835	429.668	423.216	452.982	426.157	304.432	344.478	167.476	466.911	421.713	355.328	118.319	313.47	297.099	296.587	427.253	294.387	375.04	313.282	423.667
CSM5FZ4K_P	286.132	366.574	342.972	428.458	374.379	331.779	286.929	754.048	383.22	355.59	366.223	412.577	272.738	507.005	369.493	345.083	385.847	376.633	371.089	210.492	434.829	425.2	438.682	375.884	378.524	325.591	361.379	385.248	335.076	378.524	417.421	429.776	423.949	476.73	415.5	281.456	336.272	162.413	460.49	425.608	363.232	78.8797	321.669	262.749	289.165	434.829	294.954	365.869	295.258	407.587
CSM5FZ4M	290.909	475.187	346.989	439.655	392.689	342.809	308.209	1023.87	434.261	406.656	405.818	480.517	195.434	598.452	428.509	388.557	415.042	388.935	417.032	197.394	538.551	472.63	524.031	415.234	414.147	405.33	397.508	464.632	385.764	414.147	493.169	490.804	483.481	508.453	486.629	355.758	390.136	101.719	523.52	464.266	437.875	100.822	349.093	319.666	312.545	538.551	391.508	462.958	344.06	438.972
CSM5LLGB_P	144.204	438.145	489.151	463.117	413.805	473.35	404.564	547.436	383.817	368.446	372.413	487.094	35.8431	699.387	385.597	350.556	467.495	426.934	413.428	284.877	448.64	559.342	549.361	492.889	507.142	561.751	450.709	497.325	368.623	507.142	487.094	497.699	498.679	616.107	494.695	286.148	348.53	256.315	593.775	530.171	580.082	148.266	403.753	316.645	403.842	448.64	349.745	383.119	240.813	512.266
CSM5MCTZ_P	188.364	333.133	377.931	466.215	416.776	376.728	296.602	627.522	433.652	416.859	414.125	504.995	154.138	633.775	478.893	371.595	453.817	422.258	491.75	218.323	437.339	534.898	534.743	417.486	474.849	342.713	426.964	422.955	315.077	474.849	497.382	509.392	506.775	525.982	475.199	286.981	351.583	106.916	534.542	498.486	379.234	96.6562	387.415	249.57	305.544	437.339	366.543	411.273	290.605	511.347
CSM5MCU4_P	94.443	302.968	306.465	405.208	367.795	311.639	345.79	663.39	372.785	362.685	362.431	449.35	20.3224	753.968	381.103	189.734	425.803	361.697	371.35	204.652	375.527	455.2	522.614	380.925	375.77	430.099	429.698	401.264	403.284	375.77	431.223	436.248	461.838	532.074	410.918	180.771	352.191	199.202	503.128	447.018	462.194	13.2033	289.741	134.358	346.91	375.527	383.838	405.203	107.138	426.736
CSM5MCU8_P	215.895	286.671	319.084	355.539	293.781	313.688	243.364	355.886	326.846	306.855	299.25	351.862	185.885	386.409	328.239	293.527	364.685	288.386	321.47	206.974	267.97	389.216	355.744	311.048	305.094	286.669	240.132	350.656	224.145	305.094	355.804	343.051	350.444	355.479	376.417	206.006	235.876	174.794	392.192	386.719	312.232	28.1573	280.441	192.988	252.71	267.97	234.11	318.351	215.786	340.547
CSM5MCUA_P	165.593	334.103	250.362	449.604	382.68	265.313	241.73	562.276	440.767	434.106	398.922	445.62	117.932	436.695	458.986	407.81	481.136	381.502	432.705	160.181	409.594	444.82	495.341	419.065	426.594	321.482	413.726	418.434	274.848	426.594	460.01	441.605	456.933	492.074	459.885	277.637	406.105	170.085	468.157	456.948	364.353	33.1847	313.691	230.368	266.695	409.594	366.998	399.032	314.513	427.768
CSM5MCUC_P	199.954	321.321	301.82	459.087	394.438	310.819	219.467	580.459	456.578	422.518	394.299	433.157	179.418	331.886	449.482	401.597	474.674	399.452	425.692	197.895	420.211	459.871	473.988	404.091	399.508	250.56	390.83	408.583	203.933	399.508	450.965	428.236	436.031	481.554	451.717	292.14	383.137	131.917	459.298	459.807	303.523	34.6294	352.284	254.074	242.565	420.211	341.284	398.937	325.129	420.753
CSM5MCUE_P	176.326	298.528	312.997	410.543	349.488	319.383	287.201	459.109	383.296	386.105	367.825	397.555	108.775	378.188	405.58	350.383	418.878	321.721	352.798	205.794	300.022	427.86	396.146	374.759	363.446	305.3	298.11	363.01	208.499	363.446	404.503	387.609	400.694	363.841	433.772	248.42	289.938	216.188	440.328	441.824	334.319	27.7438	316.159	209.247	303.569	300.022	308.406	401.269	293.975	380.768
CSM5MCUG_P	114.586	263.331	395.194	503.613	440.548	399.691	347.449	673.89	418.548	426.154	423.784	536.003	130.307	647.263	483.949	364.629	472.4	439.5	480.929	250.404	447.223	588.94	590.481	487.115	527.52	370.438	444.985	458.638	429.822	527.52	521.631	536.053	546.737	555.207	489.422	221.908	364.301	146.905	597	537.439	419.935	111.992	341.002	170.662	371.708	447.223	401.375	507.365	233.149	543.388
CSM5MCUK_P	129.82	298.498	372.946	502.079	438.742	373.745	349.104	667.602	380.42	389.77	394.579	516.413	231.805	653.849	430.185	356.349	496.364	434.89	439.889	244.846	463.622	565.559	553.096	462.554	489.424	390.323	402.017	415.08	386.307	489.424	504.303	520.752	516.585	557.663	470.027	237.069	358.062	173.941	574.707	521.853	435.685	102.611	356.971	190.303	368.43	463.622	350.257	418.603	241.646	556.988
CSM5MCUO	197.387	464.862	456.221	514.927	444.409	450.887	376.02	647.672	433.088	378.267	401.564	547.151	162.973	717.185	459.404	444.256	481.086	452.656	494.269	326.213	468.912	630.005	642.815	509.758	512.715	454.699	448.175	513.144	402.058	512.715	541.845	554.283	568.913	637.367	520.095	312.151	323.728	237.089	630.338	591.828	504.298	104.748	421.689	293.825	393.999	468.912	435.537	462.9	286.667	541.478
CSM5MCUQ_P	167.901	254.476	276.416	331.049	297.471	264.392	250.146	466.321	258.819	280.445	280.749	335.725	178.375	417.499	278.363	278.387	357.491	303.328	292.258	183.018	294.005	369.375	350.774	288.27	278.298	275.998	227.67	308.967	239.92	278.298	331.625	337.431	336.428	380.102	315.952	151.519	257.752	161.384	398.34	350.293	303.971	58.9326	263.954	115.679	257.401	294.005	254.867	270.84	184.235	358.125
CSM5MCUS_P	220.917	266.49	328.47	309.9	274.379	300.557	201.862	454.209	260.319	271.587	261.121	315.536	218.451	399.93	275.427	310.941	288.104	286.046	271.061	215.07	293.858	348.631	361.446	324.586	312.409	299.744	249.473	323.437	243.219	312.409	323.051	316.056	317.474	370.163	303.78	189.31	237.9	110.647	366.772	322.933	323.763	107.987	264.472	168.987	206.936	293.858	233.942	266.88	206.886	345.167
CSM5MCUW_P	215.893	271.969	290.645	306.404	267.84	278.293	231.238	453.125	244.696	277.95	265.32	309.649	232.97	408.197	264.289	294.796	311.856	269.531	266.24	193.851	283.298	313.855	349.999	297.836	291.781	270.714	214.412	303.19	245.203	291.781	319.311	307.867	312.294	349.654	281.741	186.536	236.506	141.97	334.437	329.384	294.056	71.2924	243.681	155.002	241.287	283.298	239.123	263.55	205.587	340.177
CSM5MCUY_P	218.286	276.839	283.308	295.816	253.979	272.383	223.795	447.412	240.188	273.14	256.153	310.594	240.562	405.154	267.508	305.948	297.401	255.777	257.974	191.439	284.284	290.076	364.583	305.952	293.955	258.633	212.231	292.519	240.314	293.955	322.07	307.169	310.668	345.801	285.89	191.221	233.394	122.282	330.63	319.58	290.045	66.1153	237.532	158.691	238.665	284.284	254.24	248.956	212.209	343.983
CSM5MCV1_P	172.528	216.046	208.232	213.007	194.646	206.161	197.715	338.495	162.579	215.076	193.609	244.079	221.036	388.348	203.793	246.701	201.606	180.361	198.861	170.172	235.943	202.059	286.988	235.727	225.326	231.884	214.086	215.631	197.643	225.326	256.153	246.936	253.652	249.657	219.071	127.823	179.404	104.837	236.346	247.062	245.703	41.7808	176.189	101.937	207.466	235.943	189.655	207.183	151.303	245.966
CSM5MCV5_P	221.767	343.849	310.693	407.249	336.541	313.153	296.337	488.796	338.831	336.775	323.378	402.917	204.077	531.841	350.736	344.727	401.373	330.187	349.021	170.816	368.629	457.555	458.063	406.792	408.742	340.043	315.872	364.693	360.542	408.742	404.103	408.48	413.332	439.453	356.482	254.954	318.803	123.8	467.234	410.194	385.709	64.0152	317.241	216.104	320.262	368.629	326.146	368.309	245.886	389.594
CSM5MCVB_P	175.34	243.571	252.84	277.058	244.843	253.293	219.187	397.183	200.143	273.293	249.709	332.736	253.068	510.921	276.814	236.26	264.531	235.14	250.962	167.571	281.412	272.189	393.141	303.214	296.711	302.381	304.262	280.459	279.223	296.711	345.299	342.409	344.254	308.398	299.728	110.369	217.768	97.1826	302.486	308.469	311.343	33.186	186.533	78.0894	238.628	281.412	248.481	288.434	158.104	311.831
CSM5MCVD_P	191.544	328.354	188.309	397.33	376.373	204.651	238.173	570.106	392.058	397.678	384.403	467.114	105.491	639.851	417.772	330.326	446.139	360.994	401.729	119.006	406.407	445.601	531.142	460.046	477.388	450.171	368.432	401.23	421.976	477.388	472.422	469.399	478.731	473.644	483.447	265.091	364.621	132.128	490.249	449.015	478.012	18.9772	294.297	209.932	245.432	406.407	423.854	468.15	298.124	438.004
CSM5MCVF_P	211.31	378.4	205.92	407.588	388.213	219.066	252.39	657.397	396.746	399.099	388.472	424.46	106.585	452.292	424.999	380.107	450.124	376.546	408.148	153.804	381.863	417.41	473.568	397.245	428.557	349.096	385.339	356.626	289.312	428.557	439.299	420.695	428.089	472.56	454.234	341.527	372.436	127.655	458.691	428.616	386.161	9.22036	339.561	313.071	266.48	381.863	383.797	416.002	356.775	423.623
CSM5MCVJ_P	169.906	397.502	204.392	338.378	321.994	216.921	242.785	735.248	368.561	354.181	337.314	405.536	51.9051	595.968	390.845	334.075	459.345	309.441	379.03	88.6714	379.759	397.263	509.222	376.069	382.505	435.528	288.168	404.883	396.502	382.505	407.495	411.054	411.338	451.373	434.52	103.125	361.262	188.708	430.459	438.185	452.226	43.8609	279.097	68.8693	247.361	379.759	375.523	407.337	153.91	400.015
CSM5MCVL	235.627	430.871	280.445	378.244	340.851	292.303	295.606	709.061	401.796	379.595	364.025	434.956	117.962	645.322	421.997	355.396	475.674	330.042	407.897	115.34	423.508	434.66	515.942	400.553	416.038	459.03	308.544	411.42	428.493	416.038	437.015	438.215	440.743	475.838	457.088	181.007	407.026	182.966	472.221	435.48	481.806	67.1838	259.912	133.379	304.043	423.508	404.574	438.013	242.266	433.549
CSM5MCVN	249.623	408.471	281.439	396.865	353.179	292.237	320.151	661.155	411.584	367.83	359.216	421.6	112.612	627.669	418.439	316.644	479.391	345.227	410.34	118.376	409.745	448.399	531.759	411.466	418.419	461.465	326.819	426.127	426.519	418.419	428.292	425.906	425.366	504.361	461.39	179.87	379.588	235.609	497.711	470.522	491.915	43.2703	303.523	133.608	341.518	409.745	385.834	437.532	207.741	412.59
CSM5MCVV_P	215.796	312.618	264.71	331.249	283.963	268.309	254.396	558.113	288.299	293.539	287.225	337.244	180.495	534.502	317.365	313.919	325.5	275.447	310.126	176.412	326.591	348.866	397.824	327.239	325.76	297.855	318.885	320.072	275.103	325.76	346.978	336.629	342.338	377.857	329.874	162.81	282.629	138.115	363.457	362.891	318.328	31.9002	251.167	126.507	265.201	326.591	291.11	322.321	205.603	332.482
CSM5MCVZ_P	74.626	148.059	267.221	438.677	416.052	277.796	315.23	849.379	401.975	414.238	412.495	487.68	56.571	872.052	410.939	104.078	469.694	398.427	393.396	142.293	461.871	507.199	602.23	449.547	445.904	444.343	482.441	445.124	489.31	445.904	471.37	490.645	506.505	549.452	474.294	115.964	395.383	156.993	546.961	477.381	457.799	5.55793	265.988	76.6556	323.144	461.871	467.233	500.308	110.083	478.634
CSM5MCW4_P	38.2376	109.836	221.362	366.751	345.389	229.715	214.458	701.774	354.265	338.189	340.27	384.709	7.4506	728.272	360.923	126.349	387.913	335.659	335.864	105.622	371.962	417.532	467.191	353.325	345.493	415.728	392.496	381.603	391.109	345.493	372.457	381.228	406.029	476.038	413.235	114.711	348.351	118.215	436.125	418.561	436.502	4.99259	205.44	77.5895	211.743	371.962	388.472	392.425	95.4779	398.58
CSM5MCW6	97.3768	358.235	353.571	481.634	449.201	360.119	397.818	838.788	445.929	430.49	444.627	533.759	27.1419	931.812	455.226	251.343	486.852	443.761	446.205	214.274	431.652	567.07	633.014	463.359	446.509	535.48	536.479	485.987	510.9	446.509	514.238	526.154	552.06	606.297	533.573	187.251	428.3	229.255	584.464	521.698	563.757	10.2736	308.621	133.417	402.353	431.652	496.081	516.724	147.54	510.931
CSM5MCWA_P	229.565	266.98	295.15	278.274	245.444	289.231	237.669	196.656	230.198	215.207	211.584	318.598	248.938	395.369	235.66	318.792	289.668	249.087	264.647	225.488	277.869	315.293	375.036	308.126	313.578	335.666	201.792	288.783	210.215	313.578	328.808	302.365	323.002	365.804	238.615	182.029	206.24	192.973	404.153	308.356	361.146	35.8592	253.059	204.862	241.586	277.869	153.91	212.857	194.925	313.315
CSM5MCWC	265.168	301.631	587.568	491.009	455.685	601.446	223.973	830.41	351.998	445.741	451.197	546.752	363.661	702.029	297.523	372.523	480.665	475.59	483.102	151.433	482.803	578.253	560.403	526.987	518.993	554.552	391.33	582.726	257.457	518.993	512.607	417.824	571.297	709.721	390.012	192.542	216.173	409.021	798.145	568.401	604.533	22.8525	428.133	500.096	218.417	482.803	345.4	358.875	221.065	544.334
CSM5MCWE	348.501	380.451	438.483	388.071	368.068	444.788	313.736	410.608	276.289	276.468	305.259	454.641	397.098	572.289	399.165	403.389	378.971	379.307	421.211	319.705	406.273	435.262	556.152	471.555	459.658	523.728	302.622	430.014	301.348	459.658	473.998	417.613	473.931	539.815	310.935	270.207	248.785	256.52	601.028	460.043	557.587	97.942	406.451	336.003	317.128	406.273	246.204	299.447	298.026	432.797
CSM5MCWG	258.511	295.919	225.752	168.895	164.445	231.108	243.003	221.623	129.577	195.203	164.713	248.356	298.925	392.213	234.638	332.499	142.178	156.674	228.113	259.277	330.918	195.068	476.609	285.061	305.779	361.733	204.981	199.65	145.375	305.779	269.816	244.11	263.186	350.261	236.455	160.238	181.792	163.55	342.751	248.683	394.968	101.6	200.995	142.266	227.788	330.918	194.427	155.759	191.241	277.98
CSM5MCWI_P	222.364	424.86	250.222	416.633	412.824	266.179	266.1	755.817	457.885	419.286	415.08	483.827	124.707	567.327	463.563	427.205	497.534	396.78	450.784	176.488	450.28	484.065	583.321	468.081	499.962	411.324	434.44	410.104	369.756	499.962	505.901	487.466	495.256	543.832	506.17	364.756	431.658	116.239	508.806	488.066	452.843	23.2106	368.141	323.613	278.099	450.28	426.44	460.619	392.916	463.014
CSM5MCWK_P	170.025	305.341	290.191	348.86	304.011	289.169	285.611	617.695	298.62	318.227	300.294	354.014	175.076	454.923	314.982	297.829	349.541	301.141	313.505	156.296	318.878	383.372	419.553	347.894	362.102	316.263	268.183	331.266	300.011	362.102	350.071	358.564	361.699	406.108	330.54	213.898	276.776	158.585	400.255	380.537	346.654	46.1027	252.245	176.319	299.529	318.878	299.325	329.982	232.263	363.933
CSM5MCWM_P	259.69	425.977	312.929	444.24	404.002	318.697	300.774	965.103	446.465	434.144	409.727	487.965	177.747	637.071	425.321	391.227	456.552	397.447	408.801	181.401	470.298	476.903	532.04	431.427	439.871	380.713	423.813	427.47	388.873	439.871	497.813	504.938	494.83	498.323	459.661	331.79	384.434	103.954	502.425	452.478	417.116	70.4353	356.539	285.356	304.569	470.298	396.086	447.554	342.155	450.209
CSM5MCWQ	285.392	415.893	394.053	444.207	367.966	376.424	306.297	854.556	402.636	369.924	370.643	431.235	283.826	520.719	403.46	392.557	407.268	378.101	413.222	250.289	462.565	468.399	449.813	377.435	376.496	331.145	363.357	448.641	346.245	376.496	436.19	453.324	444.965	491.943	481.977	321.118	364.347	201.478	485.64	472.038	370.417	103.64	358.94	319	310.113	462.565	320.707	374.338	330.832	442.581
CSM5MCX3	217.834	402.394	435.903	421.206	361.448	429.799	327.711	626.897	387.382	372.564	365.119	470.393	188.745	657.925	439.932	372.455	410.203	370.467	449.726	282.131	443.064	525.205	550.538	444.478	467.094	417.192	464.198	462.172	383.515	467.094	464.547	475.012	484.27	515.522	452.287	276.937	320.233	183.307	545.076	472.503	457.886	117.958	382.973	248.18	339.385	443.064	373.691	436.898	276.328	480.215
CSM5MCXB_P	197.428	349.537	345.493	341.485	314.025	338.301	207.621	374.152	319.331	293.654	297.296	362.339	189.206	442.269	283.748	276.155	337.954	325.004	303.7	206.592	334.713	426.277	356.522	318.212	316.928	269.181	331.397	365.185	275.02	316.928	357.031	355.266	361.309	351.726	341.716	188.198	240.807	131.719	390.1	369.296	286.657	67.9768	282.615	235.739	209.185	334.713	224.593	300.393	199.273	349.358
CSM5MCXD	283.047	405.07	327.713	428.904	368.75	331.067	335.162	554.612	395.544	381.735	370.413	437.081	229.104	627.961	414.332	319.52	437.238	368.64	406.98	202.506	425.355	479.351	509.079	436.247	437.794	391.81	408.109	411.068	381.558	437.794	437.072	435.631	453.286	509.849	445.836	281.296	363.658	191.701	523.043	453.772	440.189	28.4658	341.655	242.378	354.062	425.355	369.926	431.058	309.477	443.474
CSM5MCXF_P	189.021	297.395	352.272	342.851	304.927	333.135	257.794	541.885	339.996	298.025	299.076	350.551	161.814	455.377	275.344	300.057	342.067	308.296	282.801	188.019	350.23	356.843	384.86	350.932	348.855	293.73	305.727	380.969	298.157	348.855	355.793	366.579	365.211	417.704	312.682	206.581	256.875	154.738	418.681	350.502	333.031	82.3016	272.296	177.574	273.82	350.23	301.015	313.596	187.13	353.774
CSM5MCXH	217.181	417.762	291.515	467.143	392.872	303.252	227.11	684.461	463.914	424.512	404.094	470.597	156.57	510.881	482.547	410.981	492.151	392.113	446.851	190.013	427.81	470.372	528.569	445.305	446.596	350.109	465.707	430.68	340.225	446.596	487.356	472.191	482.725	506.698	508.165	338.625	405.642	112.613	517.974	481.435	400.375	57.6333	353.402	299.491	242.313	427.81	398.425	474.347	353.641	447.608
CSM5MCXJ	242.6	364.679	291.573	460.012	356.614	301.608	250.651	638.148	456.563	416.999	384.304	444.912	201.672	449.929	458.341	401.753	473.249	356.873	442.507	194.095	444.156	452.419	497.413	419.799	411.392	297.903	416.558	422.563	294.908	411.392	462.002	440.153	454.166	495.539	475.546	322.375	398.265	130.653	497.64	458.153	343.858	43.8425	341.439	284.561	272.905	444.156	375.205	445.089	353.067	430.936
CSM5MCXL	240.165	383.875	348.209	480.091	395.173	357.413	307.408	623.569	447.02	436.139	408.42	465.119	243.963	551.098	496.714	419.309	487.913	396.9	457.391	166.835	431.204	480.87	517.234	441.815	436.731	375.441	418.287	467.537	354.187	436.731	475.975	464.924	477.41	504.406	489.067	236.12	431.937	166.974	523.592	498.814	412.813	50.1294	336.01	184.124	330.427	431.204	395.07	467.862	291.267	460.741
CSM5MCXN	275.011	410.722	504.614	515.433	438.574	459.377	255.635	614.658	444.656	366.415	388.825	476.109	174.467	632.472	358.228	389.38	437.131	464.155	436.324	285.697	442.975	591.851	460.11	473.079	469.036	426.415	484.739	502.257	450.624	469.036	476.109	520.971	511.824	582.582	502.845	278.959	396.006	132.605	629.908	504.042	454.851	175.355	365.861	319.921	257.284	442.975	290.251	475.165	245.557	516.861
CSM5MCXP	262.041	391.059	373.897	475.488	386.235	381.646	313.688	561.897	465.807	415.362	400.104	456.818	257.374	536.985	461.143	412.501	470.158	378.322	438.431	220.241	435.738	504.197	506.702	441.124	434.137	344.014	422.788	460.562	353.143	434.137	468.257	457.219	470.36	501.262	506.685	284.362	435.559	220.688	541.282	481.709	388.428	63.688	373.59	246.727	336.632	435.738	390.336	470.639	312.202	454.7
