TaxaID	superkingdom	phylum	class	order	family	genus	Prevalence	FistQuantile	Median	Mean	ThirdQuantile	Max
Dermacoccus	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Dermacoccus	0.00961538461538462	0	0	0.000127471251164631	0	0.0224489795918367
Glaesserella	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Glaesserella	0.0384615384615385	0	0	0.000148370356864596	0	0.0124223602484472
Sphingosinicella	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sphingosinicella	0.471153846153846	0	0	0.00316282044773579	0.006	0.0262096774193548
Hyphomicrobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	0.0528846153846154	0	0	0.000659935498852231	0	0.0666666666666667
Acidibrevibacterium	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidibrevibacterium	0.0240384615384615	0	0	0.000110547502304253	0	0.00851063829787234
Brevundimonas	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.216346153846154	0	0	0.00844386776806414	0	0.211065573770492
Delftia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	0.100961538461538	0	0	0.00440008609608186	0	0.338028169014085
Kocuria	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria	0.00961538461538462	0	0	0.000161012860577447	0	0.0272536687631027
Sphingosinithalassobacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinithalassobacter	0.245192307692308	0	0	0.00374866502958939	0	0.0857142857142857
Suicoccus	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Suicoccus	0.0288461538461538	0	0	0.000167312332805956	0	0.0244897959183673
Avibacterium	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Avibacterium	0.0336538461538462	0	0	0.000118171404105373	0	0.0062111801242236
Rhizorhabdus	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhabdus	0.0576923076923077	0	0	0.000149537739703508	0	0.00642398286937901
Bradyrhizobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	0.274038461538462	0	0	0.00301437290395812	0.00203252032520325	0.0650406504065041
Paenacidovorax	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paenacidovorax	0.0576923076923077	0	0	0.000416350697596971	0	0.0381165919282511
Variovorax	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0.0817307692307692	0	0	0.00166256164290698	0	0.125252525252525
Methylibium	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Methylibium	0.100961538461538	0	0	0.000934505362840509	0	0.0403587443946188
Eubacterium	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	0.0144230769230769	0	0	0.000129925000025919	0	0.0125260960334029
Caenibius	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Caenibius	0.0576923076923077	0	0	0.000327548969690671	0	0.028169014084507
Lactococcus	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0.0721153846153846	0	0	0.00837476103853556	0	0.780933062880324
Pseudoduganella	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	0.163461538461538	0	0	0.00267165205919325	0	0.062124248496994
Polaromonas	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	0.0288461538461538	0	0	0.000149279675046085	0	0.0134529147982063
Rhodoferax	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	0.0480769230769231	0	0	0.000548407691764701	0	0.0672645739910314
Macrococcus	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus	0.00961538461538462	0	0	0.000129668049792531	0	0.024896265560166
Microvirga	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Microvirga	0.0336538461538462	0	0	0.000134669432713284	0	0.0132743362831858
Actinomyces	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	0.0673076923076923	0	0	0.000738509982780662	0	0.040650406504065
Advenella	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	0.0432692307692308	0	0	0.000218830078743086	0	0.0103950103950104
Paracoccus	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	0.245192307692308	0	0	0.0152124298604191	0	0.540650406504065
Candidatus Saccharibacteria_unclassified	Bacteria	Candidatus Saccharibacteria	Candidatus Saccharibacteria_unclassified	Candidatus Saccharibacteria_unclassified	Candidatus Saccharibacteria_unclassified	Candidatus Saccharibacteria_unclassified	0.0336538461538462	0	0	0.000137735472139986	0	0.0101626016260163
Rothia	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia	0.0576923076923077	0	0	0.000616109629159885	0	0.0282828282828283
Rhizobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	0.0865384615384615	0	0	0.00130861297148822	0	0.0739219712525667
Candidatus Solibacter	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Solibacteraceae	Candidatus Solibacter	0.00961538461538462	0	0	0.000608299949681704	0	0.124497991967871
Burkholderia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	0.264423076923077	0	0	0.0856030347484263	0.00204603741325556	0.961303462321792
Paracidovorax	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Paracidovorax	0.0625	0	0	0.000289174963485279	0	0.0201793721973094
Hydrogenophaga	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	0.0576923076923077	0	0	0.00029007527742791	0	0.0164319248826291
Roseomonas	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	0.0721153846153846	0	0	0.00118576922437876	0	0.0585858585858586
Parvibaculum	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	0.0192307692307692	0	0	0.000219939479809393	0	0.0293501048218029
Latilactobacillus	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	0.00480769230769231	0	0	0.000220352564102564	0	0.0458333333333333
Niallia	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia	0.0144230769230769	0	0	0.000424994325811882	0	0.054
Micrococcus	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	0.0769230769230769	0	0	0.00112530708121517	0	0.0755102040816327
Bosea	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	0.0480769230769231	0	0	0.000233188033541071	0	0.01417004048583
Collimonas	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Collimonas	0.0384615384615385	0	0	0.000114936485960251	0	0.00672645739910314
Stenotrophomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0.177884615384615	0	0	0.0105910684297557	0	0.397565922920892
Alicycliphilus	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	0.0384615384615385	0	0	0.000207616483157615	0	0.0101214574898785
Anabaena	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	0.0817307692307692	0	0	0.000379580039573446	0	0.0313807531380753
Gemmatirosa	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	0.0192307692307692	0	0	0.000137046763716072	0	0.0202020202020202
Caulobacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	0.0528846153846154	0	0	0.00145943416141504	0	0.119718309859155
Salinicoccus	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	0.00961538461538462	0	0	0.00022249424452126	0	0.025531914893617
Pseudoxanthomonas	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	0.0240384615384615	0	0	0.00030597939929202	0	0.0226337448559671
Flavisolibacter	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavisolibacter	0.0192307692307692	0	0	0.000102433713634089	0	0.00867678958785249
Leptotrichia	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0.0240384615384615	0	0	0.000449660619153053	0	0.0404255319148936
Ramlibacter	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	0.0192307692307692	0	0	0.000457112075378916	0	0.0538116591928251
Devosia	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	0.0192307692307692	0	0	0.000107474542830044	0	0.0161943319838057
Vitreoscilla	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla	0.0480769230769231	0	0	0.000183536248627859	0	0.00896860986547085
Lautropia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0.0384615384615385	0	0	0.000385141327253355	0	0.0571428571428571
Synechococcus	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	0.0240384615384615	0	0	0.000127778665244238	0	0.00811359026369168
Aromatoleum	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Aromatoleum	0.0192307692307692	0	0	0.000100640947871252	0	0.0125523012552301
Erythrobacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	0.144230769230769	0	0	0.00071152780383767	0	0.0208333333333333
Paenisporosarcina	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Paenisporosarcina	0.0192307692307692	0	0	0.00014042796493059	0	0.0170212765957447
Haematobacter	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Haematobacter	0.0384615384615385	0	0	0.000159156351001961	0	0.0101626016260163
Dechloromonas	Bacteria	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	0.0240384615384615	0	0	0.000423923764236962	0	0.0465587044534413
Paraburkholderia	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	0.0721153846153846	0	0	0.000263781272249795	0	0.0082135523613963
Cupriavidus	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	0.0192307692307692	0	0	0.000219446374594117	0	0.0258215962441315
Neorhizobium	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Neorhizobium	0.0192307692307692	0	0	0.000107850549061294	0	0.0141414141414141
