feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X1282	Treatment	Gem	-6.71071354410978	1.55835240687603	8	6	0.00505789694107593	0.222547465407341
X1283	Treatment	Gem	-2.34807935569469	0.804051836910033	8	5	0.0266206166307647	0.237159212322817
X1598	Treatment	Gem	7.21801215931632	2.25843621422933	8	6	0.0186936523137978	0.237159212322817
X1408186	Treatment	Gem	7.51077093048143	2.54395553859751	8	6	0.0255333783899827	0.237159212322817
X324831	Treatment	Gem	7.08222316090252	2.65520017974287	8	5	0.0371600479710818	0.237159212322817
X2107999	Treatment	Gem	0.896240625180289	0.329028506338235	8	3	0.0344638860799795	0.237159212322817
X2724150	Treatment	Gem	3.04503893843616	1.14651724754811	8	4	0.0377298746877209	0.237159212322817
